"key_ID","year","notification_by_ID","notification_by","notification_by_code","count_notifications"
84,1992,11,"Portugal","PT",12
85,1992,12,"Spain","ES",12
86,1992,13,"Austria","AT",29
87,1992,14,"Finland","FI",29
88,1992,15,"Sweden","SE",48
89,1992,29,"Iceland","IS",1
90,1992,30,"Liechtenstein","LI",0
91,1992,31,"Norway","NO",16
92,1992,32,"Switzerland","CH",10
93,1993,1,"Belgium","BE",18
94,1993,2,"France","FR",65
95,1993,3,"Germany","DE",80
96,1993,4,"Italy","IT",37
97,1993,5,"Luxembourg","LU",1
98,1993,6,"Netherlands","NL",25
99,1993,7,"Denmark","DK",18
100,1993,8,"Ireland","IE",3
101,1993,9,"United Kingdom","UK",113
102,1993,10,"Greece","EL",12
103,1993,11,"Portugal","PT",7
104,1993,12,"Spain","ES",15
105,1993,13,"Austria","AT",16
106,1993,14,"Finland","FI",18
107,1993,15,"Sweden","SE",18
108,1993,29,"Iceland","IS",0
109,1993,30,"Liechtenstein","LI",0
110,1993,31,"Norway","NO",29
111,1993,32,"Switzerland","CH",27
112,1994,1,"Belgium","BE",16
113,1994,2,"France","FR",60
114,1994,3,"Germany","DE",98
115,1994,4,"Italy","IT",34
116,1994,5,"Luxembourg","LU",0
117,1994,6,"Netherlands","NL",40
118,1994,7,"Denmark","DK",34
119,1994,8,"Ireland","IE",1
120,1994,9,"United Kingdom","UK",62
121,1994,10,"Greece","EL",12
122,1994,11,"Portugal","PT",7
123,1994,12,"Spain","ES",25
124,1994,13,"Austria","AT",19
125,1994,14,"Finland","FI",2
126,1994,15,"Sweden","SE",33
127,1994,29,"Iceland","IS",0
128,1994,30,"Liechtenstein","LI",0
129,1994,31,"Norway","NO",7
130,1994,32,"Switzerland","CH",44
131,1995,1,"Belgium","BE",25
132,1995,2,"France","FR",61
133,1995,3,"Germany","DE",92
134,1995,4,"Italy","IT",31
135,1995,5,"Luxembourg","LU",1
136,1995,6,"Netherlands","NL",43
137,1995,7,"Denmark","DK",36
138,1995,8,"Ireland","IE",1
139,1995,9,"United Kingdom","UK",59
140,1995,10,"Greece","EL",12
141,1995,11,"Portugal","PT",5
142,1995,12,"Spain","ES",25
143,1995,13,"Austria","AT",25
144,1995,14,"Finland","FI",17
145,1995,15,"Sweden","SE",5
146,1995,29,"Iceland","IS",0
147,1995,30,"Liechtenstein","LI",0
148,1995,31,"Norway","NO",8
149,1995,32,"Switzerland","CH",16
150,1995,33,"Turkey","TR",0
151,1996,1,"Belgium","BE",20
152,1996,2,"France","FR",73
153,1996,3,"Germany","DE",117
154,1996,4,"Italy","IT",29
155,1996,5,"Luxembourg","LU",0
156,1996,6,"Netherlands","NL",70
157,1996,7,"Denmark","DK",41
158,1996,8,"Ireland","IE",7
159,1996,9,"United Kingdom","UK",93
160,1996,10,"Greece","EL",16
161,1996,11,"Portugal","PT",21
162,1996,12,"Spain","ES",19
163,1996,13,"Austria","AT",61
164,1996,14,"Finland","FI",34
165,1996,15,"Sweden","SE",34
166,1996,29,"Iceland","IS",0
167,1996,30,"Liechtenstein","LI",0
168,1996,31,"Norway","NO",30
169,1996,32,"Switzerland","CH",13
170,1996,33,"Turkey","TR",0
171,1997,1,"Belgium","BE",59
172,1997,2,"France","FR",49
173,1997,3,"Germany","DE",98
174,1997,4,"Italy","IT",31
175,1997,5,"Luxembourg","LU",0
176,1997,6,"Netherlands","NL",341
177,1997,7,"Denmark","DK",40
178,1997,8,"Ireland","IE",3
179,1997,9,"United Kingdom","UK",71
180,1997,10,"Greece","EL",12
181,1997,11,"Portugal","PT",5
182,1997,12,"Spain","ES",35
183,1997,13,"Austria","AT",106
184,1997,14,"Finland","FI",22
185,1997,15,"Sweden","SE",23
186,1997,29,"Iceland","IS",1
187,1997,30,"Liechtenstein","LI",0
188,1997,31,"Norway","NO",11
189,1997,32,"Switzerland","CH",20
190,1997,33,"Turkey","TR",0
191,1998,1,"Belgium","BE",50
192,1998,2,"France","FR",47
193,1998,3,"Germany","DE",76
194,1998,4,"Italy","IT",32
195,1998,5,"Luxembourg","LU",2
196,1998,6,"Netherlands","NL",122
197,1998,7,"Denmark","DK",55
198,1998,8,"Ireland","IE",1
199,1998,9,"United Kingdom","UK",51
200,1998,10,"Greece","EL",11
201,1998,11,"Portugal","PT",11
202,1998,12,"Spain","ES",24
203,1998,13,"Austria","AT",69
204,1998,14,"Finland","FI",23
205,1998,15,"Sweden","SE",30
206,1998,29,"Iceland","IS",5
207,1998,30,"Liechtenstein","LI",0
208,1998,31,"Norway","NO",32
209,1998,32,"Switzerland","CH",13
210,1998,33,"Turkey","TR",0
211,1999,1,"Belgium","BE",20
212,1999,2,"France","FR",54
213,1999,3,"Germany","DE",85
214,1999,4,"Italy","IT",25
215,1999,5,"Luxembourg","LU",1
216,1999,6,"Netherlands","NL",128
217,1999,7,"Denmark","DK",43
218,1999,8,"Ireland","IE",4
219,1999,9,"United Kingdom","UK",49
220,1999,10,"Greece","EL",17
221,1999,11,"Portugal","PT",6
222,1999,12,"Spain","ES",31
223,1999,13,"Austria","AT",69
224,1999,14,"Finland","FI",24
225,1999,15,"Sweden","SE",35
226,1999,29,"Iceland","IS",4
227,1999,30,"Liechtenstein","LI",0
228,1999,31,"Norway","NO",14
229,1999,32,"Switzerland","CH",17
230,1999,33,"Turkey","TR",0
231,2000,1,"Belgium","BE",39
232,2000,2,"France","FR",30
233,2000,3,"Germany","DE",83
234,2000,4,"Italy","IT",26
235,2000,5,"Luxembourg","LU",7
236,2000,6,"Netherlands","NL",122
237,2000,7,"Denmark","DK",114
238,2000,8,"Ireland","IE",7
239,2000,9,"United Kingdom","UK",95
240,2000,10,"Greece","EL",13
241,2000,11,"Portugal","PT",5
242,2000,12,"Spain","ES",20
243,2000,13,"Austria","AT",138
244,2000,14,"Finland","FI",23
245,2000,15,"Sweden","SE",29
246,2000,29,"Iceland","IS",3
247,2000,30,"Liechtenstein","LI",0
248,2000,31,"Norway","NO",15
249,2000,32,"Switzerland","CH",9
250,2000,33,"Turkey","TR",0
251,2001,1,"Belgium","BE",30
252,2001,2,"France","FR",55
253,2001,3,"Germany","DE",50
254,2001,4,"Italy","IT",30
255,2001,5,"Luxembourg","LU",0
256,2001,6,"Netherlands","NL",98
257,2001,7,"Denmark","DK",36
258,2001,8,"Ireland","IE",2
259,2001,9,"United Kingdom","UK",50
260,2001,10,"Greece","EL",8
261,2001,11,"Portugal","PT",7
262,2001,12,"Spain","ES",27
263,2001,13,"Austria","AT",75
264,2001,14,"Finland","FI",22
265,2001,15,"Sweden","SE",40
266,2001,29,"Iceland","IS",7
267,2001,30,"Liechtenstein","LI",0
268,2001,31,"Norway","NO",16
269,2001,32,"Switzerland","CH",12
270,2001,33,"Turkey","TR",0
271,2002,1,"Belgium","BE",59
272,2002,2,"France","FR",55
273,2002,3,"Germany","DE",33
274,2002,4,"Italy","IT",36
275,2002,5,"Luxembourg","LU",0
276,2002,6,"Netherlands","NL",88
277,2002,7,"Denmark","DK",30
278,2002,8,"Ireland","IE",6
279,2002,9,"United Kingdom","UK",50
280,2002,10,"Greece","EL",9
281,2002,11,"Portugal","PT",4
282,2002,12,"Spain","ES",33
283,2002,13,"Austria","AT",39
284,2002,14,"Finland","FI",18
285,2002,15,"Sweden","SE",48
286,2002,29,"Iceland","IS",4
287,2002,30,"Liechtenstein","LI",7
288,2002,31,"Norway","NO",38
289,2002,32,"Switzerland","CH",6
290,2002,33,"Turkey","TR",0
291,2003,1,"Belgium","BE",30
292,2003,2,"France","FR",61
293,2003,3,"Germany","DE",47
294,2003,4,"Italy","IT",37
295,2003,5,"Luxembourg","LU",5
296,2003,6,"Netherlands","NL",53
297,2003,7,"Denmark","DK",40
298,2003,8,"Ireland","IE",9
299,2003,9,"United Kingdom","UK",49
300,2003,10,"Greece","EL",17
301,2003,11,"Portugal","PT",8
302,2003,12,"Spain","ES",30
303,2003,13,"Austria","AT",51
304,2003,14,"Finland","FI",11
305,2003,15,"Sweden","SE",38
306,2003,29,"Iceland","IS",3
307,2003,30,"Liechtenstein","LI",1
308,2003,31,"Norway","NO",25
309,2003,32,"Switzerland","CH",5
310,2003,33,"Turkey","TR",0
311,2004,1,"Belgium","BE",18
312,2004,2,"France","FR",37
313,2004,3,"Germany","DE",99
314,2004,4,"Italy","IT",28
315,2004,5,"Luxembourg","LU",4
316,2004,6,"Netherlands","NL",54
317,2004,7,"Denmark","DK",40
318,2004,8,"Ireland","IE",6
319,2004,9,"United Kingdom","UK",52
320,2004,10,"Greece","EL",34
321,2004,11,"Portugal","PT",3
322,2004,12,"Spain","ES",24
323,2004,13,"Austria","AT",50
324,2004,14,"Finland","FI",21
325,2004,15,"Sweden","SE",23
326,2004,16,"Cyprus","CY",1
327,2004,17,"Czech Republic","CZ",14
328,2004,18,"Estonia","EE",0
329,2004,19,"Hungary","HU",4
330,2004,20,"Latvia","LV",13
331,2004,21,"Lithuania","LT",4
332,2004,22,"Malta","MT",3
333,2004,23,"Poland","PL",8
334,2004,24,"Slovakia","SK",6
335,2004,25,"Slovenia","SI",12
336,2004,29,"Iceland","IS",11
337,2004,30,"Liechtenstein","LI",3
338,2004,31,"Norway","NO",23
339,2004,32,"Switzerland","CH",15
340,2004,33,"Turkey","TR",3
341,2005,1,"Belgium","BE",20
342,2005,2,"France","FR",82
343,2005,3,"Germany","DE",60
344,2005,4,"Italy","IT",46
345,2005,5,"Luxembourg","LU",4
346,2005,6,"Netherlands","NL",51
347,2005,7,"Denmark","DK",27
348,2005,8,"Ireland","IE",1
349,2005,9,"United Kingdom","UK",98
350,2005,10,"Greece","EL",12
351,2005,11,"Portugal","PT",7
352,2005,12,"Spain","ES",35
353,2005,13,"Austria","AT",49
354,2005,14,"Finland","FI",6
355,2005,15,"Sweden","SE",45
356,2005,16,"Cyprus","CY",0
357,2005,17,"Czech Republic","CZ",27
358,2005,18,"Estonia","EE",7
359,2005,19,"Hungary","HU",28
360,2005,20,"Latvia","LV",18
361,2005,21,"Lithuania","LT",7
362,2005,22,"Malta","MT",1
363,2005,23,"Poland","PL",26
364,2005,24,"Slovakia","SK",63
365,2005,25,"Slovenia","SI",19
366,2005,29,"Iceland","IS",17
367,2005,30,"Liechtenstein","LI",4
368,2005,31,"Norway","NO",34
369,2005,32,"Switzerland","CH",6
370,2005,33,"Turkey","TR",0
371,2006,1,"Belgium","BE",28
372,2006,2,"France","FR",57
373,2006,3,"Germany","DE",77
374,2006,4,"Italy","IT",20
375,2006,5,"Luxembourg","LU",2
376,2006,6,"Netherlands","NL",71
377,2006,7,"Denmark","DK",24
378,2006,8,"Ireland","IE",6
379,2006,9,"United Kingdom","UK",59
380,2006,10,"Greece","EL",5
381,2006,11,"Portugal","PT",7
382,2006,12,"Spain","ES",70
383,2006,13,"Austria","AT",42
384,2006,14,"Finland","FI",18
385,2006,15,"Sweden","SE",50
386,2006,16,"Cyprus","CY",1
387,2006,17,"Czech Republic","CZ",21
388,2006,18,"Estonia","EE",8
389,2006,19,"Hungary","HU",15
390,2006,20,"Latvia","LV",10
391,2006,21,"Lithuania","LT",2
392,2006,22,"Malta","MT",7
393,2006,23,"Poland","PL",48
394,2006,24,"Slovakia","SK",9
395,2006,25,"Slovenia","SI",11
396,2006,29,"Iceland","IS",1
397,2006,30,"Liechtenstein","LI",1
398,2006,31,"Norway","NO",21
399,2006,32,"Switzerland","CH",13
400,2006,33,"Turkey","TR",19
401,2007,1,"Belgium","BE",48
402,2007,2,"France","FR",58
403,2007,3,"Germany","DE",83
404,2007,4,"Italy","IT",20
405,2007,5,"Luxembourg","LU",2
406,2007,6,"Netherlands","NL",63
407,2007,7,"Denmark","DK",38
408,2007,8,"Ireland","IE",14
409,2007,9,"United Kingdom","UK",51
410,2007,10,"Greece","EL",4
411,2007,11,"Portugal","PT",3
412,2007,12,"Spain","ES",35
413,2007,13,"Austria","AT",48
414,2007,14,"Finland","FI",39
415,2007,15,"Sweden","SE",64
416,2007,16,"Cyprus","CY",0
417,2007,17,"Czech Republic","CZ",24
418,2007,18,"Estonia","EE",11
419,2007,19,"Hungary","HU",12
420,2007,20,"Latvia","LV",8
421,2007,21,"Lithuania","LT",6
422,2007,22,"Malta","MT",0
423,2007,23,"Poland","PL",50
424,2007,24,"Slovakia","SK",12
425,2007,25,"Slovenia","SI",8
426,2007,26,"Bulgaria","BG",4
427,2007,27,"Romania","RO",5
428,2007,29,"Iceland","IS",6
429,2007,30,"Liechtenstein","LI",1
430,2007,31,"Norway","NO",21
431,2007,32,"Switzerland","CH",12
432,2007,33,"Turkey","TR",2
433,2008,1,"Belgium","BE",32
434,2008,2,"France","FR",45
435,2008,3,"Germany","DE",52
436,2008,4,"Italy","IT",18
437,2008,5,"Luxembourg","LU",2
438,2008,6,"Netherlands","NL",71
439,2008,7,"Denmark","DK",22
440,2008,8,"Ireland","IE",16
441,2008,9,"United Kingdom","UK",39
442,2008,10,"Greece","EL",7
443,2008,11,"Portugal","PT",2
444,2008,12,"Spain","ES",41
445,2008,13,"Austria","AT",36
446,2008,14,"Finland","FI",31
447,2008,15,"Sweden","SE",54
448,2008,16,"Cyprus","CY",0
449,2008,17,"Czech Republic","CZ",35
450,2008,18,"Estonia","EE",5
451,2008,19,"Hungary","HU",12
452,2008,20,"Latvia","LV",10
453,2008,21,"Lithuania","LT",8
454,2008,22,"Malta","MT",0
455,2008,23,"Poland","PL",21
456,2008,24,"Slovakia","SK",15
457,2008,25,"Slovenia","SI",3
458,2008,26,"Bulgaria","BG",6
459,2008,27,"Romania","RO",18
460,2008,29,"Iceland","IS",9
461,2008,30,"Liechtenstein","LI",0
462,2008,31,"Norway","NO",16
463,2008,32,"Switzerland","CH",3
464,2008,33,"Turkey","TR",5
465,2009,1,"Belgium","BE",51
466,2009,2,"France","FR",56
467,2009,3,"Germany","DE",64
468,2009,4,"Italy","IT",31
469,2009,5,"Luxembourg","LU",1
470,2009,6,"Netherlands","NL",67
471,2009,7,"Denmark","DK",34
472,2009,8,"Ireland","IE",8
473,2009,9,"United Kingdom","UK",54
474,2009,10,"Greece","EL",9
475,2009,11,"Portugal","PT",9
476,2009,12,"Spain","ES",52
477,2009,13,"Austria","AT",43
478,2009,14,"Finland","FI",31
479,2009,15,"Sweden","SE",31
480,2009,16,"Cyprus","CY",1
481,2009,17,"Czech Republic","CZ",26
482,2009,18,"Estonia","EE",15
483,2009,19,"Hungary","HU",20
484,2009,20,"Latvia","LV",15
485,2009,21,"Lithuania","LT",9
486,2009,22,"Malta","MT",9
487,2009,23,"Poland","PL",20
488,2009,24,"Slovakia","SK",16
489,2009,25,"Slovenia","SI",14
490,2009,26,"Bulgaria","BG",8
491,2009,27,"Romania","RO",14
492,2009,29,"Iceland","IS",1
493,2009,30,"Liechtenstein","LI",6
494,2009,31,"Norway","NO",9
495,2009,32,"Switzerland","CH",9
496,2009,33,"Turkey","TR",3
497,2010,1,"Belgium","BE",31
498,2010,2,"France","FR",99
499,2010,3,"Germany","DE",56
500,2010,4,"Italy","IT",41
501,2010,5,"Luxembourg","LU",63
502,2010,6,"Netherlands","NL",50
503,2010,7,"Denmark","DK",45
504,2010,8,"Ireland","IE",9
505,2010,9,"United Kingdom","UK",52
506,2010,10,"Greece","EL",7
507,2010,11,"Portugal","PT",7
508,2010,12,"Spain","ES",47
509,2010,13,"Austria","AT",48
510,2010,14,"Finland","FI",34
511,2010,15,"Sweden","SE",40
512,2010,16,"Cyprus","CY",6
513,2010,17,"Czech Republic","CZ",26
514,2010,18,"Estonia","EE",5
515,2010,19,"Hungary","HU",10
516,2010,20,"Latvia","LV",12
517,2010,21,"Lithuania","LT",8
518,2010,22,"Malta","MT",12
519,2010,23,"Poland","PL",42
520,2010,24,"Slovakia","SK",14
521,2010,25,"Slovenia","SI",7
522,2010,26,"Bulgaria","BG",5
523,2010,27,"Romania","RO",41
524,2010,29,"Iceland","IS",2
525,2010,30,"Liechtenstein","LI",8
526,2010,31,"Norway","NO",10
527,2010,32,"Switzerland","CH",5
528,2010,33,"Turkey","TR",2
529,2011,1,"Belgium","BE",19
530,2011,2,"France","FR",63
531,2011,3,"Germany","DE",62
532,2011,4,"Italy","IT",29
533,2011,5,"Luxembourg","LU",4
534,2011,6,"Netherlands","NL",41
535,2011,7,"Denmark","DK",38
536,2011,8,"Ireland","IE",10
537,2011,9,"United Kingdom","UK",53
538,2011,10,"Greece","EL",13
539,2011,11,"Portugal","PT",5
540,2011,12,"Spain","ES",39
541,2011,13,"Austria","AT",65
542,2011,14,"Finland","FI",23
543,2011,15,"Sweden","SE",30
544,2011,16,"Cyprus","CY",1
545,2011,17,"Czech Republic","CZ",22
546,2011,18,"Estonia","EE",9
547,2011,19,"Hungary","HU",28
548,2011,20,"Latvia","LV",6
549,2011,21,"Lithuania","LT",5
550,2011,22,"Malta","MT",5
551,2011,23,"Poland","PL",27
552,2011,24,"Slovakia","SK",35
553,2011,25,"Slovenia","SI",10
554,2011,26,"Bulgaria","BG",11
555,2011,27,"Romania","RO",22
556,2011,29,"Iceland","IS",6
557,2011,30,"Liechtenstein","LI",1
558,2011,31,"Norway","NO",6
559,2011,32,"Switzerland","CH",7
560,2011,33,"Turkey","TR",2
561,2012,1,"Belgium","BE",25
562,2012,2,"France","FR",57
563,2012,3,"Germany","DE",57
564,2012,4,"Italy","IT",48
565,2012,5,"Luxembourg","LU",4
566,2012,6,"Netherlands","NL",43
567,2012,7,"Denmark","DK",39
568,2012,8,"Ireland","IE",6
569,2012,9,"United Kingdom","UK",48
570,2012,10,"Greece","EL",15
571,2012,11,"Portugal","PT",5
572,2012,12,"Spain","ES",27
573,2012,13,"Austria","AT",59
574,2012,14,"Finland","FI",23
575,2012,15,"Sweden","SE",40
576,2012,16,"Cyprus","CY",26
577,2012,17,"Czech Republic","CZ",29
578,2012,18,"Estonia","EE",16
579,2012,19,"Hungary","HU",27
580,2012,20,"Latvia","LV",3
581,2012,21,"Lithuania","LT",9
582,2012,22,"Malta","MT",2
583,2012,23,"Poland","PL",37
584,2012,24,"Slovakia","SK",28
585,2012,25,"Slovenia","SI",8
586,2012,26,"Bulgaria","BG",12
587,2012,27,"Romania","RO",41
588,2012,29,"Iceland","IS",4
589,2012,30,"Liechtenstein","LI",2
590,2012,31,"Norway","NO",4
591,2012,32,"Switzerland","CH",11
592,2012,33,"Turkey","TR",0
593,2013,1,"Belgium","BE",27
594,2013,2,"France","FR",49
595,2013,3,"Germany","DE",61
596,2013,4,"Italy","IT",34
597,2013,5,"Luxembourg","LU",16
598,2013,6,"Netherlands","NL",41
599,2013,7,"Denmark","DK",34
600,2013,8,"Ireland","IE",8
601,2013,9,"United Kingdom","UK",42
602,2013,10,"Greece","EL",12
603,2013,11,"Portugal","PT",5
604,2013,12,"Spain","ES",47
605,2013,13,"Austria","AT",63
606,2013,14,"Finland","FI",29
607,2013,15,"Sweden","SE",33
608,2013,16,"Cyprus","CY",2
609,2013,17,"Czech Republic","CZ",30
610,2013,18,"Estonia","EE",12
611,2013,19,"Hungary","HU",38
612,2013,20,"Latvia","LV",5
613,2013,21,"Lithuania","LT",17
614,2013,22,"Malta","MT",2
615,2013,23,"Poland","PL",27
616,2013,24,"Slovakia","SK",33
617,2013,25,"Slovenia","SI",9
618,2013,26,"Bulgaria","BG",16
619,2013,27,"Romania","RO",12
620,2013,28,"Croatia","HR",1
621,2013,29,"Iceland","IS",3
622,2013,30,"Liechtenstein","LI",0
623,2013,31,"Norway","NO",13
624,2013,32,"Switzerland","CH",7
625,2013,33,"Turkey","TR",6
626,2014,1,"Belgium","BE",20
627,2014,2,"France","FR",49
628,2014,3,"Germany","DE",50
629,2014,4,"Italy","IT",29
630,2014,5,"Luxembourg","LU",2
631,2014,6,"Netherlands","NL",59
632,2014,7,"Denmark","DK",29
633,2014,8,"Ireland","IE",6
634,2014,9,"United Kingdom","UK",64
635,2014,10,"Greece","EL",7
636,2014,11,"Portugal","PT",7
637,2014,12,"Spain","ES",21
638,2014,13,"Austria","AT",38
639,2014,14,"Finland","FI",34
640,2014,15,"Sweden","SE",38
641,2014,16,"Cyprus","CY",14
642,2014,17,"Czech Republic","CZ",26
643,2014,18,"Estonia","EE",18
644,2014,19,"Hungary","HU",24
645,2014,20,"Latvia","LV",4
646,2014,21,"Lithuania","LT",15
647,2014,22,"Malta","MT",5
648,2014,23,"Poland","PL",25
649,2014,24,"Slovakia","SK",23
650,2014,25,"Slovenia","SI",8
651,2014,26,"Bulgaria","BG",6
652,2014,27,"Romania","RO",24
653,2014,28,"Croatia","HR",10
654,2014,29,"Iceland","IS",4
655,2014,30,"Liechtenstein","LI",0
656,2014,31,"Norway","NO",17
657,2014,32,"Switzerland","CH",9
658,2014,33,"Turkey","TR",6
659,2015,1,"Belgium","BE",20
660,2015,2,"France","FR",69
661,2015,3,"Germany","DE",61
662,2015,4,"Italy","IT",20
663,2015,5,"Luxembourg","LU",1
664,2015,6,"Netherlands","NL",44
665,2015,7,"Denmark","DK",39
666,2015,8,"Ireland","IE",2
667,2015,9,"United Kingdom","UK",79
668,2015,10,"Greece","EL",8
669,2015,11,"Portugal","PT",22
670,2015,12,"Spain","ES",30
671,2015,13,"Austria","AT",43
672,2015,14,"Finland","FI",37
673,2015,15,"Sweden","SE",32
674,2015,16,"Cyprus","CY",3
675,2015,17,"Czech Republic","CZ",37
676,2015,18,"Estonia","EE",17
677,2015,19,"Hungary","HU",22
678,2015,20,"Latvia","LV",8
679,2015,21,"Lithuania","LT",21
680,2015,22,"Malta","MT",1
681,2015,23,"Poland","PL",36
682,2015,24,"Slovakia","SK",35
683,2015,25,"Slovenia","SI",6
684,2015,26,"Bulgaria","BG",13
685,2015,27,"Romania","RO",17
686,2015,28,"Croatia","HR",4
687,2015,29,"Iceland","IS",2
688,2015,30,"Liechtenstein","LI",3
689,2015,31,"Norway","NO",18
690,2015,32,"Switzerland","CH",10
691,2015,33,"Turkey","TR",16
692,2016,1,"Belgium","BE",30
693,2016,2,"France","FR",80
694,2016,3,"Germany","DE",63
695,2016,4,"Italy","IT",40
696,2016,5,"Luxembourg","LU",3
697,2016,6,"Netherlands","NL",45
698,2016,7,"Denmark","DK",34
699,2016,8,"Ireland","IE",11
700,2016,9,"United Kingdom","UK",46
701,2016,10,"Greece","EL",8
702,2016,11,"Portugal","PT",3
703,2016,12,"Spain","ES",19
704,2016,13,"Austria","AT",34
705,2016,14,"Finland","FI",43
706,2016,15,"Sweden","SE",33
707,2016,16,"Cyprus","CY",2
708,2016,17,"Czech Republic","CZ",38
709,2016,18,"Estonia","EE",14
710,2016,19,"Hungary","HU",31
711,2016,20,"Latvia","LV",8
712,2016,21,"Lithuania","LT",7
713,2016,22,"Malta","MT",10
714,2016,23,"Poland","PL",28
715,2016,24,"Slovakia","SK",12
716,2016,25,"Slovenia","SI",20
717,2016,26,"Bulgaria","BG",14
718,2016,27,"Romania","RO",6
719,2016,28,"Croatia","HR",18
720,2016,29,"Iceland","IS",6
721,2016,30,"Liechtenstein","LI",1
722,2016,31,"Norway","NO",34
723,2016,32,"Switzerland","CH",1
724,2016,33,"Turkey","TR",15
725,2017,1,"Belgium","BE",35
726,2017,2,"France","FR",71
727,2017,3,"Germany","DE",65
728,2017,4,"Italy","IT",19
729,2017,5,"Luxembourg","LU",1
730,2017,6,"Netherlands","NL",46
731,2017,7,"Denmark","DK",21
732,2017,8,"Ireland","IE",6
733,2017,9,"United Kingdom","UK",33
734,2017,10,"Greece","EL",78
735,2017,11,"Portugal","PT",7
736,2017,12,"Spain","ES",30
737,2017,13,"Austria","AT",40
738,2017,14,"Finland","FI",26
739,2017,15,"Sweden","SE",35
740,2017,16,"Cyprus","CY",3
741,2017,17,"Czech Republic","CZ",21
742,2017,18,"Estonia","EE",11
743,2017,19,"Hungary","HU",24
744,2017,20,"Latvia","LV",6
745,2017,21,"Lithuania","LT",5
746,2017,22,"Malta","MT",4
747,2017,23,"Poland","PL",26
748,2017,24,"Slovakia","SK",35
749,2017,25,"Slovenia","SI",5
750,2017,26,"Bulgaria","BG",7
751,2017,27,"Romania","RO",9
752,2017,28,"Croatia","HR",7
753,2017,29,"Iceland","IS",6
754,2017,30,"Liechtenstein","LI",1
755,2017,31,"Norway","NO",11
756,2017,32,"Switzerland","CH",15
757,2017,33,"Turkey","TR",17
758,2018,1,"Belgium","BE",42
759,2018,2,"France","FR",48
760,2018,3,"Germany","DE",54
761,2018,4,"Italy","IT",23
762,2018,5,"Luxembourg","LU",2
763,2018,6,"Netherlands","NL",32
764,2018,7,"Denmark","DK",26
765,2018,8,"Ireland","IE",2
766,2018,9,"United Kingdom","UK",33
767,2018,10,"Greece","EL",14
768,2018,11,"Portugal","PT",2
769,2018,12,"Spain","ES",30
770,2018,13,"Austria","AT",68
771,2018,14,"Finland","FI",48
