"key_ID","notification_ID","notification_by_ID","notification_by","notification_by_code","start_date","start_year","end_date","end_year","postponement","comments","count_comments","commission_comment","opinions","count_opinions","commission_opinion"
19,"TRIS:1986:0015:DE:N",3,"Germany","DE",1986-02-18,1986,1986-05-26,1986,0,\N,0,0,\N,0,0
20,"TRIS:1986:0016:UK:N",9,"United Kingdom","UK",1986-02-19,1986,1986-05-20,1986,0,\N,0,0,\N,0,0
21,"TRIS:1986:0017:IT:N",4,"Italy","IT",1986-03-03,1986,1986-09-15,1986,0,\N,0,0,\N,0,0
22,"TRIS:1986:0018:FR:N",2,"France","FR",1986-03-03,1986,1986-09-04,1986,0,\N,0,0,\N,0,0
23,"TRIS:1986:0019:DE:N",3,"Germany","DE",1986-03-05,1986,1986-06-19,1986,0,\N,0,0,\N,0,0
24,"TRIS:1986:0020:DE:N",3,"Germany","DE",1986-03-05,1986,1986-03-11,1986,0,\N,0,0,\N,0,0
25,"TRIS:1986:0022:DE:N",3,"Germany","DE",1986-03-07,1986,1986-09-15,1986,0,\N,0,0,\N,0,0
26,"TRIS:1986:0024:DE:N",3,"Germany","DE",1986-03-18,1986,1986-06-25,1986,0,\N,0,0,\N,0,0
27,"TRIS:1986:0025:DE:N",3,"Germany","DE",1986-03-20,1986,1986-09-26,1986,0,\N,0,0,\N,0,0
28,"TRIS:1986:0026:UK:N",9,"United Kingdom","UK",1986-03-25,1986,1986-06-26,1986,0,\N,0,0,\N,0,0
29,"TRIS:1986:0027:DE:N",3,"Germany","DE",1986-04-01,1986,1986-07-07,1986,0,\N,0,0,\N,0,0
30,"TRIS:1986:0028:NL:N",6,"Netherlands","NL",1986-04-02,1986,1986-10-06,1986,0,\N,0,0,\N,0,0
31,"TRIS:1986:0029:DE:N",3,"Germany","DE",1986-04-03,1986,1986-10-13,1986,0,\N,0,0,\N,0,0
32,"TRIS:1986:0030:FR:N",2,"France","FR",1986-04-10,1986,1986-10-13,1986,0,\N,0,0,\N,0,0
33,"TRIS:1986:0031:DK:N",7,"Denmark","DK",1986-04-15,1986,1986-12-19,1986,0,\N,0,0,\N,0,0
34,"TRIS:1986:0032:DK:N",7,"Denmark","DK",1986-04-17,1986,\N,\N,0,\N,0,0,\N,0,0
35,"TRIS:1986:0033:DE:N",3,"Germany","DE",1986-04-17,1986,1986-07-25,1986,0,\N,0,0,\N,0,0
36,"TRIS:1986:0034:FR:N",2,"France","FR",1986-04-17,1986,1986-10-20,1986,0,\N,0,0,\N,0,0
37,"TRIS:1986:0035:FR:N",2,"France","FR",1986-04-17,1986,1986-10-20,1986,0,\N,0,0,\N,0,0
38,"TRIS:1986:0036:DK:N",7,"Denmark","DK",1986-04-23,1986,1986-10-24,1986,0,\N,0,0,\N,0,0
39,"TRIS:1986:0037:DK:N",7,"Denmark","DK",1986-04-23,1986,1986-07-24,1986,0,\N,0,0,\N,0,0
40,"TRIS:1986:0038:UK:N",9,"United Kingdom","UK",1986-04-25,1986,\N,\N,0,\N,0,0,\N,0,0
41,"TRIS:1986:0039:UK:N",9,"United Kingdom","UK",1986-04-25,1986,1986-12-22,1986,0,\N,0,0,\N,0,0
42,"TRIS:1986:0040:UK:N",9,"United Kingdom","UK",1986-04-28,1986,1986-09-22,1986,0,\N,0,0,\N,0,0
43,"TRIS:1986:0041:UK:N",9,"United Kingdom","UK",1986-05-06,1986,1986-06-13,1986,0,\N,0,0,\N,0,0
44,"TRIS:1986:0042:DK:N",7,"Denmark","DK",1986-05-12,1986,1986-09-05,1986,0,\N,0,0,\N,0,0
45,"TRIS:1986:0043:DK:N",7,"Denmark","DK",1986-05-13,1986,1986-09-01,1986,0,\N,0,0,\N,0,0
46,"TRIS:1986:0044:BE:N",1,"Belgium","BE",1986-05-15,1986,1986-08-18,1986,0,\N,0,0,\N,0,0
47,"TRIS:1986:0045:DK:N",7,"Denmark","DK",1986-05-21,1986,1986-12-08,1986,0,\N,0,0,\N,0,0
48,"TRIS:1986:0046:DE:N",3,"Germany","DE",1986-05-23,1986,1986-09-01,1986,0,\N,0,0,\N,0,0
49,"TRIS:1986:0047:FR:N",2,"France","FR",1986-05-29,1986,1986-09-01,1986,0,\N,0,0,\N,0,0
50,"TRIS:1986:0048:FR:N",2,"France","FR",1986-05-29,1986,1986-12-01,1986,0,\N,0,0,\N,0,0
51,"TRIS:1986:0049:FR:N",2,"France","FR",1986-05-29,1986,1986-12-01,1986,0,\N,0,0,\N,0,0
52,"TRIS:1986:0050:UK:N",9,"United Kingdom","UK",1986-06-03,1986,1986-12-05,1986,0,\N,0,0,\N,0,0
53,"TRIS:1986:0051:FR:N",2,"France","FR",1986-06-10,1986,1986-09-11,1986,0,\N,0,0,\N,0,0
54,"TRIS:1986:0052:UK:N",9,"United Kingdom","UK",1986-06-10,1986,1987-01-02,1987,0,\N,0,0,\N,0,0
55,"TRIS:1986:0053:UK:N",9,"United Kingdom","UK",1986-06-12,1986,1986-09-15,1986,0,\N,0,0,\N,0,0
56,"TRIS:1986:0023:FR:N",2,"France","FR",1986-06-13,1986,1986-06-06,1986,0,\N,0,0,\N,0,0
57,"TRIS:1986:0092:FR:N",2,"France","FR",1986-06-15,1986,1986-12-16,1986,0,\N,0,0,\N,0,0
58,"TRIS:1986:0054:DE:N",3,"Germany","DE",1986-06-16,1986,1987-01-05,1987,0,\N,0,0,\N,0,0
59,"TRIS:1986:0055:FR:N",2,"France","FR",1986-06-17,1986,1986-12-18,1986,0,\N,0,0,\N,0,0
60,"TRIS:1986:0056:UK:N",9,"United Kingdom","UK",1986-06-23,1986,1986-10-08,1986,0,\N,0,0,\N,0,0
61,"TRIS:1986:0057:NL:N",6,"Netherlands","NL",1986-06-24,1986,1986-09-25,1986,0,\N,0,0,\N,0,0
62,"TRIS:1986:0059:DK:N",7,"Denmark","DK",1986-06-25,1986,1986-10-02,1986,0,\N,0,0,\N,0,0
63,"TRIS:1986:0060:FR:N",2,"France","FR",1986-06-27,1986,1986-09-29,1986,0,\N,0,0,\N,0,0
64,"TRIS:1986:0061:FR:N",2,"France","FR",1986-06-27,1986,1986-09-29,1986,0,\N,0,0,\N,0,0
65,"TRIS:1986:0058:NL:N",6,"Netherlands","NL",1986-06-28,1986,1987-09-16,1987,0,\N,0,0,\N,0,0
66,"TRIS:1986:0062:ES:N",12,"Spain","ES",1986-07-01,1986,1986-01-19,1986,0,\N,0,0,\N,0,0
67,"TRIS:1986:0063:ES:N",12,"Spain","ES",1986-07-01,1986,1987-01-19,1987,0,\N,0,0,\N,0,0
68,"TRIS:1986:0064:FR:N",2,"France","FR",1986-07-03,1986,1986-10-06,1986,0,\N,0,0,\N,0,0
69,"TRIS:1986:0065:IE:N",8,"Ireland","IE",1986-07-10,1986,1986-10-23,1986,0,\N,0,0,\N,0,0
70,"TRIS:1986:0066:IE:N",8,"Ireland","IE",1986-07-10,1986,\N,\N,0,\N,0,0,\N,0,0
71,"TRIS:1986:0067:DE:N",3,"Germany","DE",1986-07-11,1986,1986-10-27,1986,0,\N,0,0,\N,0,0
72,"TRIS:1986:0068:DE:N",3,"Germany","DE",1986-07-11,1986,1986-10-27,1986,0,\N,0,0,\N,0,0
73,"TRIS:1986:0069:IT:N",4,"Italy","IT",1986-07-15,1986,1987-02-20,1987,0,\N,0,0,\N,0,0
74,"TRIS:1986:0070:FR:N",2,"France","FR",1986-07-16,1986,1986-10-17,1986,0,\N,0,0,\N,0,0
75,"TRIS:1986:0071:IT:N",4,"Italy","IT",1986-07-17,1986,\N,\N,0,\N,0,0,\N,0,0
76,"TRIS:1986:0072:IT:N",4,"Italy","IT",1986-07-22,1986,1986-11-20,1986,0,\N,0,0,\N,0,0
77,"TRIS:1986:0074:FR:N",2,"France","FR",1986-07-22,1986,1986-10-23,1986,0,\N,0,0,\N,0,0
78,"TRIS:1986:0075:FR:N",2,"France","FR",1986-07-23,1986,1986-10-26,1986,0,\N,0,0,\N,0,0
79,"TRIS:1986:0076:DK:N",7,"Denmark","DK",1986-07-25,1986,1987-04-22,1987,0,\N,0,0,\N,0,0
80,"TRIS:1986:0077:DE:N",3,"Germany","DE",1986-07-31,1986,1987-02-09,1987,0,\N,0,0,\N,0,0
81,"TRIS:1986:0078:DE:N",3,"Germany","DE",1986-07-31,1986,1986-11-10,1986,0,\N,0,0,\N,0,0
82,"TRIS:1986:0079:EL:N",10,"Greece","EL",1986-07-31,1986,1986-11-03,1986,0,\N,0,0,\N,0,0
83,"TRIS:1986:0080:DE:N",3,"Germany","DE",1986-08-04,1986,1987-02-16,1987,0,\N,0,0,\N,0,0
84,"TRIS:1986:0081:UK:N",9,"United Kingdom","UK",1986-08-05,1986,1986-11-12,1986,0,\N,0,0,\N,0,0
85,"TRIS:1986:0082:BE:N",1,"Belgium","BE",1986-08-08,1986,1986-11-12,1986,0,\N,0,0,\N,0,0
86,"TRIS:1986:0083:DE:N",3,"Germany","DE",1986-08-11,1986,1986-11-19,1986,0,\N,0,0,\N,0,0
87,"TRIS:1986:0084:DE:N",3,"Germany","DE",1986-08-13,1986,1986-11-27,1986,0,\N,0,0,\N,0,0
88,"TRIS:1986:0085:DE:N",3,"Germany","DE",1986-08-13,1986,1986-11-24,1986,0,\N,0,0,\N,0,0
89,"TRIS:1986:0086:DE:N",3,"Germany","DE",1986-08-14,1986,1987-02-23,1987,0,\N,0,0,\N,0,0
90,"TRIS:1986:0087:UK:N",9,"United Kingdom","UK",1986-08-18,1986,1987-02-23,1987,0,\N,0,0,\N,0,0
91,"TRIS:1986:0088:DE:N",3,"Germany","DE",1986-08-28,1986,1986-12-09,1986,0,\N,0,0,\N,0,0
92,"TRIS:1986:0089:DK:N",7,"Denmark","DK",1986-09-03,1986,1986-12-10,1986,0,\N,0,0,\N,0,0
93,"TRIS:1986:0090:DK:N",7,"Denmark","DK",1986-09-05,1986,1987-03-27,1987,0,\N,0,0,\N,0,0
94,"TRIS:1986:0091:DE:N",3,"Germany","DE",1986-09-09,1986,1987-03-16,1987,0,\N,0,0,\N,0,0
95,"TRIS:1986:0093:DE:N",3,"Germany","DE",1986-09-09,1986,1987-03-16,1987,0,\N,0,0,\N,0,0
96,"TRIS:1986:0094:DE:N",3,"Germany","DE",1986-09-09,1986,1986-09-15,1986,0,\N,0,0,\N,0,0
97,"TRIS:1986:0095:FR:N",2,"France","FR",1986-09-17,1986,1986-12-18,1986,0,\N,0,0,\N,0,0
98,"TRIS:1986:0096:DE:N",3,"Germany","DE",1986-09-18,1986,1986-12-23,1986,0,\N,0,0,\N,0,0
99,"TRIS:1986:0097:DE:N",3,"Germany","DE",1986-09-26,1986,1987-04-06,1987,0,\N,0,0,\N,0,0
100,"TRIS:1986:0098:DE:N",3,"Germany","DE",1986-09-26,1986,1987-01-05,1987,0,\N,0,0,\N,0,0
101,"TRIS:1986:0099:FR:N",2,"France","FR",1986-10-01,1986,1986-10-01,1986,0,\N,0,0,\N,0,0
102,"TRIS:1986:0100:FR:N",2,"France","FR",1986-10-01,1986,1987-01-02,1987,0,\N,0,0,\N,0,0
103,"TRIS:1986:0101:BE:N",1,"Belgium","BE",1986-10-03,1986,1987-01-09,1987,0,\N,0,0,\N,0,0
104,"TRIS:1986:0102:BE:N",1,"Belgium","BE",1986-10-03,1986,1987-01-09,1987,0,\N,0,0,\N,0,0
105,"TRIS:1986:0103:BE:N",1,"Belgium","BE",1986-10-03,1986,1987-01-09,1987,0,\N,0,0,\N,0,0
106,"TRIS:1986:0116:FR:N",2,"France","FR",1986-10-03,1986,1987-02-02,1987,0,\N,0,0,\N,0,0
107,"TRIS:1986:0105:ES:N",12,"Spain","ES",1986-10-05,1986,1987-01-30,1987,0,\N,0,0,\N,0,0
108,"TRIS:1986:0104:IT:N",4,"Italy","IT",1986-10-10,1986,1987-05-13,1987,0,\N,0,0,\N,0,0
109,"TRIS:1986:0107:DK:N",7,"Denmark","DK",1986-10-16,1986,1987-05-04,1987,0,\N,0,0,\N,0,0
110,"TRIS:1986:0108:DK:N",7,"Denmark","DK",1986-10-20,1986,1987-02-02,1987,0,\N,0,0,\N,0,0
111,"TRIS:1986:0109:DK:N",7,"Denmark","DK",1986-10-20,1986,\N,\N,0,\N,0,0,\N,0,0
112,"TRIS:1986:0110:DK:N",7,"Denmark","DK",1986-10-20,1986,\N,\N,0,\N,0,0,\N,0,0
113,"TRIS:1986:0111:UK:N",9,"United Kingdom","UK",1986-10-22,1986,1987-01-23,1987,0,\N,0,0,\N,0,0
114,"TRIS:1986:0112:DK:N",7,"Denmark","DK",1986-10-22,1986,1987-02-02,1987,0,\N,0,0,\N,0,0
115,"TRIS:1986:0113:DE:N",3,"Germany","DE",1986-10-28,1986,1987-02-05,1987,0,\N,0,0,\N,0,0
116,"TRIS:1986:0115:DK:N",7,"Denmark","DK",1986-10-30,1986,1987-05-04,1987,0,\N,0,0,\N,0,0
117,"TRIS:1986:0117:BE:N",1,"Belgium","BE",1986-11-07,1986,1987-05-19,1987,0,\N,0,0,\N,0,0
118,"TRIS:1986:0118:FR:N",2,"France","FR",1986-11-11,1986,1987-02-12,1987,0,\N,0,0,\N,0,0
119,"TRIS:1986:0119:DE:N",3,"Germany","DE",1986-11-14,1986,1987-02-25,1987,0,\N,0,0,\N,0,0
120,"TRIS:1986:0120:DE:N",3,"Germany","DE",1986-11-14,1986,1987-05-25,1987,0,\N,0,0,\N,0,0
121,"TRIS:1986:0121:DE:N",3,"Germany","DE",1986-11-14,1986,1987-05-25,1987,0,\N,0,0,\N,0,0
122,"TRIS:1986:0122:DE:N",3,"Germany","DE",1986-11-27,1986,1987-06-05,1987,0,\N,0,0,\N,0,0
123,"TRIS:1986:0123:DE:N",3,"Germany","DE",1986-11-27,1986,1987-03-05,1987,0,\N,0,0,\N,0,0
124,"TRIS:1986:0124:FR:N",2,"France","FR",1986-11-28,1986,1987-03-02,1987,0,\N,0,0,\N,0,0
125,"TRIS:1986:0125:NL:N",6,"Netherlands","NL",1986-12-01,1986,\N,\N,0,\N,0,0,\N,0,0
126,"TRIS:1986:0126:DE:N",3,"Germany","DE",1986-12-01,1986,1987-06-11,1987,0,\N,0,0,\N,0,0
127,"TRIS:1986:0127:DE:N",3,"Germany","DE",1986-12-01,1986,1987-03-09,1987,0,\N,0,0,\N,0,0
128,"TRIS:1986:0128:UK:N",9,"United Kingdom","UK",1986-12-01,1986,1987-03-03,1987,0,\N,0,0,\N,0,0
129,"TRIS:1986:0129:DE:N",3,"Germany","DE",1986-12-02,1986,1987-06-10,1987,0,\N,0,0,\N,0,0
130,"TRIS:1986:0130:DE:N",3,"Germany","DE",1986-12-02,1986,1987-03-09,1987,0,\N,0,0,\N,0,0
131,"TRIS:1986:0131:DE:N",3,"Germany","DE",1986-12-02,1986,1987-03-02,1987,0,\N,0,0,\N,0,0
132,"TRIS:1986:0132:DE:N",3,"Germany","DE",1986-12-02,1986,1987-03-09,1987,0,\N,0,0,\N,0,0
133,"TRIS:1986:0133:DK:N",7,"Denmark","DK",1986-12-03,1986,1987-04-06,1987,0,\N,0,0,\N,0,0
134,"TRIS:1986:0134:DE:N",3,"Germany","DE",1986-12-08,1986,1987-03-19,1987,0,\N,0,0,\N,0,0
135,"TRIS:1986:0135:DE:N",3,"Germany","DE",1986-12-08,1986,1987-03-19,1987,0,\N,0,0,\N,0,0
136,"TRIS:1986:0140:EL:N",10,"Greece","EL",1986-12-09,1986,1987-06-10,1987,0,\N,0,0,\N,0,0
137,"TRIS:1986:0141:EL:N",10,"Greece","EL",1986-12-09,1986,1987-06-10,1987,0,\N,0,0,\N,0,0
138,"TRIS:1986:0142:EL:N",10,"Greece","EL",1986-12-09,1986,1987-03-10,1987,0,\N,0,0,\N,0,0
139,"TRIS:1986:0136:ES:N",12,"Spain","ES",1986-12-10,1986,1987-03-11,1987,0,\N,0,0,\N,0,0
140,"TRIS:1986:0137:FR:N",2,"France","FR",1986-12-12,1986,1987-03-13,1987,0,\N,0,0,\N,0,0
141,"TRIS:1986:0138:BE:N",1,"Belgium","BE",1986-12-15,1986,1987-06-23,1987,0,\N,0,0,\N,0,0
142,"TRIS:1986:0139:ES:N",12,"Spain","ES",1986-12-15,1986,1987-07-06,1987,0,\N,0,0,\N,0,0
143,"TRIS:1986:0143:DE:N",3,"Germany","DE",1986-12-22,1986,1988-01-14,1988,0,\N,0,0,\N,0,0
144,"TRIS:1986:0144:DE:N",3,"Germany","DE",1986-12-22,1986,1988-01-14,1988,0,\N,0,0,\N,0,0
145,"TRIS:1986:0145:DE:N",3,"Germany","DE",1986-12-22,1986,1988-01-14,1988,0,\N,0,0,\N,0,0
146,"TRIS:1986:0146:DE:N",3,"Germany","DE",1986-12-22,1986,1987-07-15,1987,0,\N,0,0,\N,0,0
147,"TRIS:1986:0147:DE:N",3,"Germany","DE",1986-12-22,1986,1987-07-15,1987,0,\N,0,0,\N,0,0
148,"TRIS:1986:0148:DE:N",3,"Germany","DE",1986-12-22,1986,1987-07-15,1987,0,\N,0,0,\N,0,0
149,"TRIS:1986:0149:UK:N",9,"United Kingdom","UK",1986-12-31,1986,1987-09-10,1987,0,\N,0,0,\N,0,0
150,"TRIS:1987:0001:DE:N",3,"Germany","DE",1987-01-06,1987,1987-07-22,1987,0,\N,0,0,\N,0,0
151,"TRIS:1987:0003:FR:N",2,"France","FR",1987-01-13,1987,1987-07-14,1987,0,\N,0,0,\N,0,0
152,"TRIS:1987:0004:FR:N",2,"France","FR",1987-01-13,1987,1987-07-14,1987,0,\N,0,0,\N,0,0
153,"TRIS:1987:0005:FR:N",2,"France","FR",1987-01-13,1987,1987-07-14,1987,0,\N,0,0,\N,0,0
154,"TRIS:1987:0006:DE:N",3,"Germany","DE",1987-01-14,1987,1987-05-04,1987,0,\N,0,0,\N,0,0
155,"TRIS:1987:0007:DE:N",3,"Germany","DE",1987-01-14,1987,1987-07-30,1987,0,\N,0,0,\N,0,0
156,"TRIS:1987:0002:DE:N",3,"Germany","DE",1987-01-15,1987,1987-04-13,1987,0,\N,0,0,\N,0,0
157,"TRIS:1987:0008:IT:N",4,"Italy","IT",1987-01-20,1987,1987-08-04,1987,0,\N,0,0,\N,0,0
158,"TRIS:1987:0009:DK:N",7,"Denmark","DK",1987-01-28,1987,1987-05-06,1987,0,\N,0,0,\N,0,0
159,"TRIS:1987:0010:FR:N",2,"France","FR",1987-01-28,1987,1987-08-17,1987,0,\N,0,0,\N,0,0
160,"TRIS:1987:0011:FR:N",2,"France","FR",1987-02-03,1987,1987-05-04,1987,0,\N,0,0,\N,0,0
161,"TRIS:1987:0012:FR:N",2,"France","FR",1987-02-23,1987,1987-02-25,1987,0,\N,0,0,\N,0,0
162,"TRIS:1987:0013:IE:N",8,"Ireland","IE",1987-02-25,1987,1987-06-05,1987,0,\N,0,0,\N,0,0
163,"TRIS:1987:0014:FR:N",2,"France","FR",1987-02-27,1987,1987-08-28,1987,0,\N,0,0,\N,0,0
164,"TRIS:1987:0015:UK:N",9,"United Kingdom","UK",1987-02-27,1987,\N,\N,0,\N,0,0,\N,0,0
165,"TRIS:1987:0016:DK:N",7,"Denmark","DK",1987-03-05,1987,1987-09-07,1987,0,\N,0,0,\N,0,0
166,"TRIS:1987:0017:DK:N",7,"Denmark","DK",1987-03-05,1987,1987-06-09,1987,0,\N,0,0,\N,0,0
167,"TRIS:1986:0021:FR:N",2,"France","FR",1987-03-06,1987,1986-09-08,1986,0,\N,0,0,\N,0,0
168,"TRIS:1987:0018:DE:N",3,"Germany","DE",1987-03-06,1987,1988-03-21,1988,0,\N,0,0,\N,0,0
169,"TRIS:1987:0019:DE:N",3,"Germany","DE",1987-03-06,1987,1988-03-21,1988,0,\N,0,0,\N,0,0
170,"TRIS:1987:0020:DE:N",3,"Germany","DE",1987-03-06,1987,1987-06-19,1987,0,\N,0,0,\N,0,0
171,"TRIS:1987:0021:DE:N",3,"Germany","DE",1987-03-11,1987,1987-09-25,1987,0,\N,0,0,\N,0,0
172,"TRIS:1987:0022:BE:N",1,"Belgium","BE",1987-03-12,1987,\N,\N,0,\N,0,0,\N,0,0
173,"TRIS:1987:0023:DE:N",3,"Germany","DE",1987-03-12,1987,1988-03-24,1988,0,\N,0,0,\N,0,0
174,"TRIS:1987:0024:DE:N",3,"Germany","DE",1987-03-16,1987,1988-03-24,1988,0,\N,0,0,\N,0,0
175,"TRIS:1987:0025:DE:N",3,"Germany","DE",1987-03-16,1987,1987-09-24,1987,0,\N,0,0,\N,0,0
176,"TRIS:1987:0026:DE:N",3,"Germany","DE",1987-03-16,1987,1988-03-28,1988,0,\N,0,0,\N,0,0
177,"TRIS:1987:0027:DE:N",3,"Germany","DE",1987-03-17,1987,1987-10-01,1987,0,\N,0,0,\N,0,0
178,"TRIS:1987:0028:DE:N",3,"Germany","DE",1987-03-19,1987,1987-07-02,1987,0,\N,0,0,\N,0,0
179,"TRIS:1987:0029:NL:N",6,"Netherlands","NL",1987-03-24,1987,1987-09-28,1987,0,\N,0,0,\N,0,0
180,"TRIS:1987:0030:PT:N",11,"Portugal","PT",1987-03-26,1987,1987-10-14,1987,0,\N,0,0,\N,0,0
181,"TRIS:1987:0031:DK:N",7,"Denmark","DK",1987-03-27,1987,1987-07-03,1987,0,\N,0,0,\N,0,0
182,"TRIS:1987:0032:ES:N",12,"Spain","ES",1987-04-01,1987,1988-04-08,1988,0,\N,0,0,\N,0,0
183,"TRIS:1987:0033:DE:N",3,"Germany","DE",1987-04-01,1987,1987-10-07,1987,0,\N,0,0,\N,0,0
184,"TRIS:1987:0034:DE:N",3,"Germany","DE",1987-04-01,1987,1987-10-07,1987,0,\N,0,0,\N,0,0
185,"TRIS:1987:0035:DE:N",3,"Germany","DE",1987-04-01,1987,1987-10-07,1987,0,\N,0,0,\N,0,0
186,"TRIS:1987:0036:DE:N",3,"Germany","DE",1987-04-01,1987,1987-10-07,1987,0,\N,0,0,\N,0,0
187,"TRIS:1987:0037:UK:N",9,"United Kingdom","UK",1987-04-06,1987,1987-10-14,1987,0,\N,0,0,\N,0,0
188,"TRIS:1987:0038:UK:N",9,"United Kingdom","UK",1987-04-07,1987,1987-10-14,1987,0,\N,0,0,\N,0,0
189,"TRIS:1987:0039:UK:N",9,"United Kingdom","UK",1987-04-08,1987,1987-07-09,1987,0,\N,0,0,\N,0,0
190,"TRIS:1987:0040:DE:N",3,"Germany","DE",1987-04-09,1987,1987-10-28,1987,0,\N,0,0,\N,0,0
191,"TRIS:1987:0041:DE:N",3,"Germany","DE",1987-04-09,1987,1987-10-28,1987,0,\N,0,0,\N,0,0
192,"TRIS:1987:0042:DE:N",3,"Germany","DE",1987-04-09,1987,1987-07-28,1987,0,\N,0,0,\N,0,0
193,"TRIS:1987:0043:DE:N",3,"Germany","DE",1987-04-09,1987,1987-07-28,1987,0,\N,0,0,\N,0,0
194,"TRIS:1987:0044:DE:N",3,"Germany","DE",1987-04-09,1987,1987-10-28,1987,0,\N,0,0,\N,0,0
195,"TRIS:1987:0045:DE:N",3,"Germany","DE",1987-04-09,1987,1987-10-28,1987,0,\N,0,0,\N,0,0
196,"TRIS:1987:0046:DE:N",3,"Germany","DE",1987-04-09,1987,1987-07-28,1987,0,\N,0,0,\N,0,0
197,"TRIS:1987:0047:DE:N",3,"Germany","DE",1987-04-09,1987,1987-07-28,1987,0,\N,0,0,\N,0,0
198,"TRIS:1987:0048:ES:N",12,"Spain","ES",1987-04-14,1987,1987-10-28,1987,0,\N,0,0,\N,0,0
199,"TRIS:1987:0049:DK:N",7,"Denmark","DK",1987-04-14,1987,1987-07-23,1987,0,\N,0,0,\N,0,0
200,"TRIS:1987:0050:DE:N",3,"Germany","DE",1987-04-15,1987,1988-05-02,1988,0,\N,0,0,\N,0,0
201,"TRIS:1987:0051:FR:N",2,"France","FR",1987-04-15,1987,1987-07-22,1987,0,\N,0,0,\N,0,0
202,"TRIS:1987:0052:IT:N",4,"Italy","IT",1987-04-21,1987,1987-09-21,1987,0,\N,0,0,\N,0,0
203,"TRIS:1987:0053:FR:N",2,"France","FR",1987-04-22,1987,1987-07-28,1987,0,\N,0,0,\N,0,0
204,"TRIS:1987:0054:DE:N",3,"Germany","DE",1987-04-23,1987,1987-11-09,1987,0,\N,0,0,\N,0,0
205,"TRIS:1987:0056:BE:N",1,"Belgium","BE",1987-04-23,1987,1987-10-30,1987,0,\N,0,0,\N,0,0
206,"TRIS:1987:0057:DK:N",7,"Denmark","DK",1987-04-29,1987,1987-11-13,1987,0,\N,0,0,\N,0,0
207,"TRIS:1987:0058:DE:N",3,"Germany","DE",1987-05-04,1987,1987-11-12,1987,0,\N,0,0,\N,0,0
208,"TRIS:1987:0059:DE:N",3,"Germany","DE",1987-05-04,1987,1987-11-12,1987,0,\N,0,0,\N,0,0
209,"TRIS:1987:0060:DE:N",3,"Germany","DE",1987-05-04,1987,1987-11-12,1987,0,\N,0,0,\N,0,0
210,"TRIS:1987:0061:FR:N",2,"France","FR",1987-05-08,1987,1987-11-10,1987,0,\N,0,0,\N,0,0
211,"TRIS:1987:0063:PT:N",11,"Portugal","PT",1987-05-12,1987,1987-12-11,1987,0,\N,0,0,\N,0,0
212,"TRIS:1987:0064:FR:N",2,"France","FR",1987-05-13,1987,1987-08-13,1987,0,\N,0,0,\N,0,0
213,"TRIS:1987:0065:NL:N",6,"Netherlands","NL",1987-05-14,1987,1987-08-17,1987,0,\N,0,0,\N,0,0
