"key_ID","year","response_by","notification_by","response_type","count"
201,1988,"Finland","Luxembourg","comment",0
202,1988,"Finland","Luxembourg","opinion",0
203,1988,"Finland","Netherlands","comment",0
204,1988,"Finland","Netherlands","opinion",0
205,1988,"Finland","Norway","comment",0
206,1988,"Finland","Norway","opinion",0
207,1988,"Finland","Portugal","comment",0
208,1988,"Finland","Portugal","opinion",0
209,1988,"Finland","Spain","comment",0
210,1988,"Finland","Spain","opinion",0
211,1988,"Finland","Sweden","comment",0
212,1988,"Finland","Sweden","opinion",0
213,1988,"Finland","Switzerland","comment",0
214,1988,"Finland","Switzerland","opinion",0
215,1988,"Finland","United Kingdom","comment",0
216,1988,"Finland","United Kingdom","opinion",0
217,1988,"France","Austria","comment",0
218,1988,"France","Austria","opinion",0
219,1988,"France","Belgium","comment",0
220,1988,"France","Belgium","opinion",0
221,1988,"France","Denmark","comment",0
222,1988,"France","Denmark","opinion",0
223,1988,"France","Finland","comment",0
224,1988,"France","Finland","opinion",0
225,1988,"France","France","comment",0
226,1988,"France","France","opinion",0
227,1988,"France","Germany","comment",0
228,1988,"France","Germany","opinion",0
229,1988,"France","Greece","comment",0
230,1988,"France","Greece","opinion",0
231,1988,"France","Iceland","comment",0
232,1988,"France","Iceland","opinion",0
233,1988,"France","Ireland","comment",0
234,1988,"France","Ireland","opinion",0
235,1988,"France","Italy","comment",0
236,1988,"France","Italy","opinion",0
237,1988,"France","Luxembourg","comment",0
238,1988,"France","Luxembourg","opinion",0
239,1988,"France","Netherlands","comment",0
240,1988,"France","Netherlands","opinion",0
241,1988,"France","Norway","comment",0
242,1988,"France","Norway","opinion",0
243,1988,"France","Portugal","comment",0
244,1988,"France","Portugal","opinion",0
245,1988,"France","Spain","comment",0
246,1988,"France","Spain","opinion",0
247,1988,"France","Sweden","comment",0
248,1988,"France","Sweden","opinion",0
249,1988,"France","Switzerland","comment",0
250,1988,"France","Switzerland","opinion",0
251,1988,"France","United Kingdom","comment",0
252,1988,"France","United Kingdom","opinion",0
253,1988,"Germany","Austria","comment",0
254,1988,"Germany","Austria","opinion",0
255,1988,"Germany","Belgium","comment",0
256,1988,"Germany","Belgium","opinion",0
257,1988,"Germany","Denmark","comment",0
258,1988,"Germany","Denmark","opinion",0
259,1988,"Germany","Finland","comment",0
260,1988,"Germany","Finland","opinion",0
261,1988,"Germany","France","comment",0
262,1988,"Germany","France","opinion",0
263,1988,"Germany","Germany","comment",0
264,1988,"Germany","Germany","opinion",0
265,1988,"Germany","Greece","comment",0
266,1988,"Germany","Greece","opinion",0
267,1988,"Germany","Iceland","comment",0
268,1988,"Germany","Iceland","opinion",0
269,1988,"Germany","Ireland","comment",0
270,1988,"Germany","Ireland","opinion",0
271,1988,"Germany","Italy","comment",0
272,1988,"Germany","Italy","opinion",0
273,1988,"Germany","Luxembourg","comment",0
274,1988,"Germany","Luxembourg","opinion",0
275,1988,"Germany","Netherlands","comment",0
276,1988,"Germany","Netherlands","opinion",0
277,1988,"Germany","Norway","comment",0
278,1988,"Germany","Norway","opinion",0
279,1988,"Germany","Portugal","comment",0
280,1988,"Germany","Portugal","opinion",0
281,1988,"Germany","Spain","comment",0
282,1988,"Germany","Spain","opinion",0
283,1988,"Germany","Sweden","comment",0
284,1988,"Germany","Sweden","opinion",0
285,1988,"Germany","Switzerland","comment",0
286,1988,"Germany","Switzerland","opinion",0
287,1988,"Germany","United Kingdom","comment",0
288,1988,"Germany","United Kingdom","opinion",0
289,1988,"Greece","Austria","comment",0
290,1988,"Greece","Austria","opinion",0
291,1988,"Greece","Belgium","comment",0
292,1988,"Greece","Belgium","opinion",0
293,1988,"Greece","Denmark","comment",0
294,1988,"Greece","Denmark","opinion",0
295,1988,"Greece","Finland","comment",0
296,1988,"Greece","Finland","opinion",0
297,1988,"Greece","France","comment",0
298,1988,"Greece","France","opinion",0
299,1988,"Greece","Germany","comment",0
300,1988,"Greece","Germany","opinion",0
301,1988,"Greece","Greece","comment",0
302,1988,"Greece","Greece","opinion",0
303,1988,"Greece","Iceland","comment",0
304,1988,"Greece","Iceland","opinion",0
305,1988,"Greece","Ireland","comment",0
306,1988,"Greece","Ireland","opinion",0
307,1988,"Greece","Italy","comment",0
308,1988,"Greece","Italy","opinion",0
309,1988,"Greece","Luxembourg","comment",0
310,1988,"Greece","Luxembourg","opinion",0
311,1988,"Greece","Netherlands","comment",0
312,1988,"Greece","Netherlands","opinion",0
313,1988,"Greece","Norway","comment",0
314,1988,"Greece","Norway","opinion",0
315,1988,"Greece","Portugal","comment",0
316,1988,"Greece","Portugal","opinion",0
317,1988,"Greece","Spain","comment",0
318,1988,"Greece","Spain","opinion",0
319,1988,"Greece","Sweden","comment",0
320,1988,"Greece","Sweden","opinion",0
321,1988,"Greece","Switzerland","comment",0
322,1988,"Greece","Switzerland","opinion",0
323,1988,"Greece","United Kingdom","comment",0
324,1988,"Greece","United Kingdom","opinion",0
325,1988,"Iceland","Austria","comment",0
326,1988,"Iceland","Austria","opinion",0
327,1988,"Iceland","Belgium","comment",0
328,1988,"Iceland","Belgium","opinion",0
329,1988,"Iceland","Denmark","comment",0
330,1988,"Iceland","Denmark","opinion",0
331,1988,"Iceland","Finland","comment",0
332,1988,"Iceland","Finland","opinion",0
333,1988,"Iceland","France","comment",0
334,1988,"Iceland","France","opinion",0
335,1988,"Iceland","Germany","comment",0
336,1988,"Iceland","Germany","opinion",0
337,1988,"Iceland","Greece","comment",0
338,1988,"Iceland","Greece","opinion",0
339,1988,"Iceland","Iceland","comment",0
340,1988,"Iceland","Iceland","opinion",0
341,1988,"Iceland","Ireland","comment",0
342,1988,"Iceland","Ireland","opinion",0
343,1988,"Iceland","Italy","comment",0
344,1988,"Iceland","Italy","opinion",0
345,1988,"Iceland","Luxembourg","comment",0
346,1988,"Iceland","Luxembourg","opinion",0
347,1988,"Iceland","Netherlands","comment",0
348,1988,"Iceland","Netherlands","opinion",0
349,1988,"Iceland","Norway","comment",0
350,1988,"Iceland","Norway","opinion",0
351,1988,"Iceland","Portugal","comment",0
352,1988,"Iceland","Portugal","opinion",0
353,1988,"Iceland","Spain","comment",0
354,1988,"Iceland","Spain","opinion",0
355,1988,"Iceland","Sweden","comment",0
356,1988,"Iceland","Sweden","opinion",0
357,1988,"Iceland","Switzerland","comment",0
358,1988,"Iceland","Switzerland","opinion",0
359,1988,"Iceland","United Kingdom","comment",0
360,1988,"Iceland","United Kingdom","opinion",0
361,1988,"Ireland","Austria","comment",0
362,1988,"Ireland","Austria","opinion",0
363,1988,"Ireland","Belgium","comment",0
364,1988,"Ireland","Belgium","opinion",0
365,1988,"Ireland","Denmark","comment",0
366,1988,"Ireland","Denmark","opinion",0
367,1988,"Ireland","Finland","comment",0
368,1988,"Ireland","Finland","opinion",0
369,1988,"Ireland","France","comment",0
370,1988,"Ireland","France","opinion",0
371,1988,"Ireland","Germany","comment",0
372,1988,"Ireland","Germany","opinion",0
373,1988,"Ireland","Greece","comment",0
374,1988,"Ireland","Greece","opinion",0
375,1988,"Ireland","Iceland","comment",0
376,1988,"Ireland","Iceland","opinion",0
377,1988,"Ireland","Ireland","comment",0
378,1988,"Ireland","Ireland","opinion",0
379,1988,"Ireland","Italy","comment",0
380,1988,"Ireland","Italy","opinion",0
381,1988,"Ireland","Luxembourg","comment",0
382,1988,"Ireland","Luxembourg","opinion",0
383,1988,"Ireland","Netherlands","comment",0
384,1988,"Ireland","Netherlands","opinion",0
385,1988,"Ireland","Norway","comment",0
386,1988,"Ireland","Norway","opinion",0
387,1988,"Ireland","Portugal","comment",0
388,1988,"Ireland","Portugal","opinion",0
389,1988,"Ireland","Spain","comment",0
390,1988,"Ireland","Spain","opinion",0
391,1988,"Ireland","Sweden","comment",0
392,1988,"Ireland","Sweden","opinion",0
393,1988,"Ireland","Switzerland","comment",0
394,1988,"Ireland","Switzerland","opinion",0
395,1988,"Ireland","United Kingdom","comment",0
396,1988,"Ireland","United Kingdom","opinion",0
397,1988,"Italy","Austria","comment",0
398,1988,"Italy","Austria","opinion",0
399,1988,"Italy","Belgium","comment",0
400,1988,"Italy","Belgium","opinion",0
401,1988,"Italy","Denmark","comment",0
402,1988,"Italy","Denmark","opinion",0
403,1988,"Italy","Finland","comment",0
404,1988,"Italy","Finland","opinion",0
405,1988,"Italy","France","comment",0
406,1988,"Italy","France","opinion",0
407,1988,"Italy","Germany","comment",0
408,1988,"Italy","Germany","opinion",0
409,1988,"Italy","Greece","comment",0
410,1988,"Italy","Greece","opinion",0
411,1988,"Italy","Iceland","comment",0
412,1988,"Italy","Iceland","opinion",0
413,1988,"Italy","Ireland","comment",0
414,1988,"Italy","Ireland","opinion",0
415,1988,"Italy","Italy","comment",0
416,1988,"Italy","Italy","opinion",0
417,1988,"Italy","Luxembourg","comment",0
418,1988,"Italy","Luxembourg","opinion",0
419,1988,"Italy","Netherlands","comment",0
420,1988,"Italy","Netherlands","opinion",0
421,1988,"Italy","Norway","comment",0
422,1988,"Italy","Norway","opinion",0
423,1988,"Italy","Portugal","comment",0
424,1988,"Italy","Portugal","opinion",0
425,1988,"Italy","Spain","comment",0
426,1988,"Italy","Spain","opinion",0
427,1988,"Italy","Sweden","comment",0
428,1988,"Italy","Sweden","opinion",0
429,1988,"Italy","Switzerland","comment",0
430,1988,"Italy","Switzerland","opinion",0
431,1988,"Italy","United Kingdom","comment",0
432,1988,"Italy","United Kingdom","opinion",0
433,1988,"Luxembourg","Austria","comment",0
434,1988,"Luxembourg","Austria","opinion",0
435,1988,"Luxembourg","Belgium","comment",0
436,1988,"Luxembourg","Belgium","opinion",0
437,1988,"Luxembourg","Denmark","comment",0
438,1988,"Luxembourg","Denmark","opinion",0
439,1988,"Luxembourg","Finland","comment",0
440,1988,"Luxembourg","Finland","opinion",0
441,1988,"Luxembourg","France","comment",0
442,1988,"Luxembourg","France","opinion",0
443,1988,"Luxembourg","Germany","comment",0
444,1988,"Luxembourg","Germany","opinion",0
445,1988,"Luxembourg","Greece","comment",0
446,1988,"Luxembourg","Greece","opinion",0
447,1988,"Luxembourg","Iceland","comment",0
448,1988,"Luxembourg","Iceland","opinion",0
449,1988,"Luxembourg","Ireland","comment",0
450,1988,"Luxembourg","Ireland","opinion",0
451,1988,"Luxembourg","Italy","comment",0
452,1988,"Luxembourg","Italy","opinion",0
453,1988,"Luxembourg","Luxembourg","comment",0
454,1988,"Luxembourg","Luxembourg","opinion",0
455,1988,"Luxembourg","Netherlands","comment",0
456,1988,"Luxembourg","Netherlands","opinion",0
457,1988,"Luxembourg","Norway","comment",0
458,1988,"Luxembourg","Norway","opinion",0
459,1988,"Luxembourg","Portugal","comment",0
460,1988,"Luxembourg","Portugal","opinion",0
461,1988,"Luxembourg","Spain","comment",0
462,1988,"Luxembourg","Spain","opinion",0
463,1988,"Luxembourg","Sweden","comment",0
464,1988,"Luxembourg","Sweden","opinion",0
465,1988,"Luxembourg","Switzerland","comment",0
466,1988,"Luxembourg","Switzerland","opinion",0
467,1988,"Luxembourg","United Kingdom","comment",0
468,1988,"Luxembourg","United Kingdom","opinion",0
469,1988,"Netherlands","Austria","comment",0
470,1988,"Netherlands","Austria","opinion",0
471,1988,"Netherlands","Belgium","comment",0
472,1988,"Netherlands","Belgium","opinion",0
473,1988,"Netherlands","Denmark","comment",0
474,1988,"Netherlands","Denmark","opinion",0
475,1988,"Netherlands","Finland","comment",0
476,1988,"Netherlands","Finland","opinion",0
477,1988,"Netherlands","France","comment",0
478,1988,"Netherlands","France","opinion",0
479,1988,"Netherlands","Germany","comment",0
480,1988,"Netherlands","Germany","opinion",0
481,1988,"Netherlands","Greece","comment",0
482,1988,"Netherlands","Greece","opinion",0
483,1988,"Netherlands","Iceland","comment",0
484,1988,"Netherlands","Iceland","opinion",0
485,1988,"Netherlands","Ireland","comment",0
486,1988,"Netherlands","Ireland","opinion",0
487,1988,"Netherlands","Italy","comment",0
488,1988,"Netherlands","Italy","opinion",0
489,1988,"Netherlands","Luxembourg","comment",0
490,1988,"Netherlands","Luxembourg","opinion",0
491,1988,"Netherlands","Netherlands","comment",0
492,1988,"Netherlands","Netherlands","opinion",0
493,1988,"Netherlands","Norway","comment",0
494,1988,"Netherlands","Norway","opinion",0
495,1988,"Netherlands","Portugal","comment",0
496,1988,"Netherlands","Portugal","opinion",0
497,1988,"Netherlands","Spain","comment",0
498,1988,"Netherlands","Spain","opinion",0
499,1988,"Netherlands","Sweden","comment",0
500,1988,"Netherlands","Sweden","opinion",0
501,1988,"Netherlands","Switzerland","comment",0
502,1988,"Netherlands","Switzerland","opinion",0
503,1988,"Netherlands","United Kingdom","comment",0
504,1988,"Netherlands","United Kingdom","opinion",0
505,1988,"Norway","Austria","comment",0
506,1988,"Norway","Austria","opinion",0
507,1988,"Norway","Belgium","comment",0
508,1988,"Norway","Belgium","opinion",0
509,1988,"Norway","Denmark","comment",0
510,1988,"Norway","Denmark","opinion",0
511,1988,"Norway","Finland","comment",0
512,1988,"Norway","Finland","opinion",0
513,1988,"Norway","France","comment",0
514,1988,"Norway","France","opinion",0
515,1988,"Norway","Germany","comment",0
516,1988,"Norway","Germany","opinion",0
517,1988,"Norway","Greece","comment",0
518,1988,"Norway","Greece","opinion",0
519,1988,"Norway","Iceland","comment",0
520,1988,"Norway","Iceland","opinion",0
521,1988,"Norway","Ireland","comment",0
522,1988,"Norway","Ireland","opinion",0
523,1988,"Norway","Italy","comment",0
524,1988,"Norway","Italy","opinion",0
525,1988,"Norway","Luxembourg","comment",0
526,1988,"Norway","Luxembourg","opinion",0
527,1988,"Norway","Netherlands","comment",0
528,1988,"Norway","Netherlands","opinion",0
529,1988,"Norway","Norway","comment",0
530,1988,"Norway","Norway","opinion",0
531,1988,"Norway","Portugal","comment",0
532,1988,"Norway","Portugal","opinion",0
533,1988,"Norway","Spain","comment",0
534,1988,"Norway","Spain","opinion",0
535,1988,"Norway","Sweden","comment",0
536,1988,"Norway","Sweden","opinion",0
537,1988,"Norway","Switzerland","comment",0
538,1988,"Norway","Switzerland","opinion",0
539,1988,"Norway","United Kingdom","comment",0
540,1988,"Norway","United Kingdom","opinion",0
541,1988,"Portugal","Austria","comment",0
542,1988,"Portugal","Austria","opinion",0
543,1988,"Portugal","Belgium","comment",0
544,1988,"Portugal","Belgium","opinion",0
545,1988,"Portugal","Denmark","comment",0
546,1988,"Portugal","Denmark","opinion",0
547,1988,"Portugal","Finland","comment",0
548,1988,"Portugal","Finland","opinion",0
549,1988,"Portugal","France","comment",0
550,1988,"Portugal","France","opinion",0
551,1988,"Portugal","Germany","comment",0
552,1988,"Portugal","Germany","opinion",0
553,1988,"Portugal","Greece","comment",0
554,1988,"Portugal","Greece","opinion",0
555,1988,"Portugal","Iceland","comment",0
556,1988,"Portugal","Iceland","opinion",0
557,1988,"Portugal","Ireland","comment",0
558,1988,"Portugal","Ireland","opinion",0
559,1988,"Portugal","Italy","comment",0
560,1988,"Portugal","Italy","opinion",0
561,1988,"Portugal","Luxembourg","comment",0
562,1988,"Portugal","Luxembourg","opinion",0
563,1988,"Portugal","Netherlands","comment",0
564,1988,"Portugal","Netherlands","opinion",0
565,1988,"Portugal","Norway","comment",0
566,1988,"Portugal","Norway","opinion",0
567,1988,"Portugal","Portugal","comment",0
568,1988,"Portugal","Portugal","opinion",0
569,1988,"Portugal","Spain","comment",0
570,1988,"Portugal","Spain","opinion",0
571,1988,"Portugal","Sweden","comment",0
572,1988,"Portugal","Sweden","opinion",0
573,1988,"Portugal","Switzerland","comment",0
574,1988,"Portugal","Switzerland","opinion",0
575,1988,"Portugal","United Kingdom","comment",0
576,1988,"Portugal","United Kingdom","opinion",0
577,1988,"Spain","Austria","comment",0
578,1988,"Spain","Austria","opinion",0
579,1988,"Spain","Belgium","comment",0
580,1988,"Spain","Belgium","opinion",0
581,1988,"Spain","Denmark","comment",0
582,1988,"Spain","Denmark","opinion",0
583,1988,"Spain","Finland","comment",0
584,1988,"Spain","Finland","opinion",0
585,1988,"Spain","France","comment",0
586,1988,"Spain","France","opinion",0
587,1988,"Spain","Germany","comment",0
588,1988,"Spain","Germany","opinion",0
589,1988,"Spain","Greece","comment",0
590,1988,"Spain","Greece","opinion",0
591,1988,"Spain","Iceland","comment",0
592,1988,"Spain","Iceland","opinion",0
593,1988,"Spain","Ireland","comment",0
594,1988,"Spain","Ireland","opinion",0
595,1988,"Spain","Italy","comment",0
596,1988,"Spain","Italy","opinion",0
597,1988,"Spain","Luxembourg","comment",0
598,1988,"Spain","Luxembourg","opinion",0
599,1988,"Spain","Netherlands","comment",0
600,1988,"Spain","Netherlands","opinion",0
601,1988,"Spain","Norway","comment",0
602,1988,"Spain","Norway","opinion",0
603,1988,"Spain","Portugal","comment",0
604,1988,"Spain","Portugal","opinion",0
605,1988,"Spain","Spain","comment",0
606,1988,"Spain","Spain","opinion",0
607,1988,"Spain","Sweden","comment",0
608,1988,"Spain","Sweden","opinion",0
609,1988,"Spain","Switzerland","comment",0
610,1988,"Spain","Switzerland","opinion",0
611,1988,"Spain","United Kingdom","comment",0
612,1988,"Spain","United Kingdom","opinion",0
613,1988,"Sweden","Austria","comment",0
614,1988,"Sweden","Austria","opinion",0
615,1988,"Sweden","Belgium","comment",0
616,1988,"Sweden","Belgium","opinion",0
617,1988,"Sweden","Denmark","comment",0
618,1988,"Sweden","Denmark","opinion",0
619,1988,"Sweden","Finland","comment",0
620,1988,"Sweden","Finland","opinion",0
621,1988,"Sweden","France","comment",0
622,1988,"Sweden","France","opinion",0
623,1988,"Sweden","Germany","comment",0
624,1988,"Sweden","Germany","opinion",0
625,1988,"Sweden","Greece","comment",0
626,1988,"Sweden","Greece","opinion",0
627,1988,"Sweden","Iceland","comment",0
628,1988,"Sweden","Iceland","opinion",0
629,1988,"Sweden","Ireland","comment",0
630,1988,"Sweden","Ireland","opinion",0
631,1988,"Sweden","Italy","comment",0
632,1988,"Sweden","Italy","opinion",0
633,1988,"Sweden","Luxembourg","comment",0
634,1988,"Sweden","Luxembourg","opinion",0
635,1988,"Sweden","Netherlands","comment",0
636,1988,"Sweden","Netherlands","opinion",0
637,1988,"Sweden","Norway","comment",0
638,1988,"Sweden","Norway","opinion",0
639,1988,"Sweden","Portugal","comment",0
640,1988,"Sweden","Portugal","opinion",0
641,1988,"Sweden","Spain","comment",0
642,1988,"Sweden","Spain","opinion",0
643,1988,"Sweden","Sweden","comment",0
644,1988,"Sweden","Sweden","opinion",0
645,1988,"Sweden","Switzerland","comment",0
646,1988,"Sweden","Switzerland","opinion",0
647,1988,"Sweden","United Kingdom","comment",0
648,1988,"Sweden","United Kingdom","opinion",0
649,1988,"Switzerland","Austria","comment",0
650,1988,"Switzerland","Austria","opinion",0
651,1988,"Switzerland","Belgium","comment",0
652,1988,"Switzerland","Belgium","opinion",0
653,1988,"Switzerland","Denmark","comment",0
654,1988,"Switzerland","Denmark","opinion",0
655,1988,"Switzerland","Finland","comment",0
656,1988,"Switzerland","Finland","opinion",0
657,1988,"Switzerland","France","comment",0
658,1988,"Switzerland","France","opinion",0
659,1988,"Switzerland","Germany","comment",0
660,1988,"Switzerland","Germany","opinion",0
661,1988,"Switzerland","Greece","comment",0
662,1988,"Switzerland","Greece","opinion",0
