"key_ID","year","from_node","to_node","edge_type","edge_weight"
146,1990,"France","Denmark","comment",1
147,1990,"France","Denmark","opinion",5
148,1990,"France","Germany","comment",16
149,1990,"France","Germany","opinion",20
150,1990,"France","Greece","comment",2
151,1990,"France","Greece","opinion",1
152,1990,"France","Ireland","opinion",1
153,1990,"France","Italy","comment",7
154,1990,"France","Italy","opinion",2
155,1990,"France","Luxembourg","comment",1
156,1990,"France","Netherlands","comment",5
157,1990,"France","Netherlands","opinion",2
158,1990,"France","Portugal","comment",1
159,1990,"France","Portugal","opinion",1
160,1990,"France","Spain","comment",2
161,1990,"France","Spain","opinion",10
162,1990,"France","United Kingdom","comment",24
163,1990,"France","United Kingdom","opinion",4
164,1990,"Germany","Belgium","comment",2
165,1990,"Germany","Denmark","comment",1
166,1990,"Germany","Denmark","opinion",2
167,1990,"Germany","France","comment",19
168,1990,"Germany","France","opinion",8
169,1990,"Germany","Greece","comment",1
170,1990,"Germany","Italy","comment",5
171,1990,"Germany","Luxembourg","comment",1
172,1990,"Germany","Netherlands","opinion",1
173,1990,"Germany","Portugal","comment",3
174,1990,"Germany","United Kingdom","comment",9
175,1990,"Germany","United Kingdom","opinion",1
176,1990,"Greece","France","comment",2
177,1990,"Ireland","Netherlands","comment",1
178,1990,"Ireland","Spain","comment",2
179,1990,"Italy","Belgium","comment",1
180,1990,"Italy","Denmark","opinion",1
181,1990,"Italy","France","comment",1
182,1990,"Italy","France","opinion",2
183,1990,"Italy","Germany","comment",1
184,1990,"Italy","Germany","opinion",3
185,1990,"Italy","Netherlands","comment",2
186,1990,"Netherlands","Denmark","comment",1
187,1990,"Netherlands","France","comment",2
188,1990,"Netherlands","Germany","comment",9
189,1990,"Netherlands","Germany","opinion",2
190,1990,"Netherlands","Italy","comment",1
191,1990,"Netherlands","Spain","comment",1
192,1990,"Netherlands","Spain","opinion",1
193,1990,"Spain","Belgium","comment",1
194,1990,"Spain","Belgium","opinion",2
195,1990,"Spain","Denmark","comment",1
196,1990,"Spain","France","comment",14
197,1990,"Spain","France","opinion",5
198,1990,"Spain","Germany","comment",4
199,1990,"Spain","Germany","opinion",1
200,1990,"Spain","Greece","comment",1
201,1990,"Spain","Ireland","comment",1
202,1990,"Spain","Italy","comment",1
203,1990,"Spain","Italy","opinion",2
204,1990,"Spain","Luxembourg","opinion",1
205,1990,"Spain","Netherlands","comment",2
206,1990,"Spain","Netherlands","opinion",3
207,1990,"Spain","Portugal","opinion",1
208,1990,"Spain","United Kingdom","comment",3
209,1990,"United Kingdom","Belgium","comment",3
210,1990,"United Kingdom","Denmark","comment",2
211,1990,"United Kingdom","Denmark","opinion",1
212,1990,"United Kingdom","France","comment",3
213,1990,"United Kingdom","France","opinion",1
214,1990,"United Kingdom","Germany","comment",2
215,1990,"United Kingdom","Germany","opinion",4
216,1990,"United Kingdom","Greece","comment",1
217,1990,"United Kingdom","Ireland","comment",1
218,1990,"United Kingdom","Italy","opinion",1
219,1990,"United Kingdom","Luxembourg","comment",2
220,1990,"United Kingdom","Netherlands","comment",7
221,1990,"United Kingdom","Netherlands","opinion",2
222,1990,"United Kingdom","Portugal","comment",2
223,1990,"United Kingdom","Spain","comment",2
224,1990,"United Kingdom","Spain","opinion",2
225,1991,"Belgium","Denmark","comment",1
226,1991,"Belgium","Germany","comment",1
227,1991,"Belgium","Germany","opinion",2
228,1991,"Belgium","Italy","comment",1
229,1991,"Belgium","United Kingdom","comment",1
230,1991,"Commission","Austria","comment",11
231,1991,"Commission","Belgium","comment",2
232,1991,"Commission","Belgium","opinion",3
233,1991,"Commission","Denmark","comment",3
234,1991,"Commission","Denmark","opinion",8
235,1991,"Commission","Finland","comment",14
236,1991,"Commission","France","comment",36
237,1991,"Commission","France","opinion",10
238,1991,"Commission","Germany","comment",12
239,1991,"Commission","Germany","opinion",19
240,1991,"Commission","Greece","comment",3
241,1991,"Commission","Greece","opinion",8
242,1991,"Commission","Ireland","comment",1
243,1991,"Commission","Italy","comment",4
244,1991,"Commission","Italy","opinion",10
245,1991,"Commission","Netherlands","comment",12
246,1991,"Commission","Netherlands","opinion",5
247,1991,"Commission","Norway","comment",12
248,1991,"Commission","Portugal","comment",5
249,1991,"Commission","Portugal","opinion",20
250,1991,"Commission","Spain","comment",8
251,1991,"Commission","Spain","opinion",5
252,1991,"Commission","Sweden","comment",10
253,1991,"Commission","Switzerland","comment",13
254,1991,"Commission","United Kingdom","comment",11
255,1991,"Commission","United Kingdom","opinion",12
256,1991,"Denmark","Germany","opinion",2
257,1991,"Denmark","Portugal","comment",1
258,1991,"Denmark","United Kingdom","comment",1
259,1991,"European Free Trade Association","France","comment",1
260,1991,"European Free Trade Association","Germany","comment",3
261,1991,"France","Belgium","opinion",1
262,1991,"France","Denmark","comment",1
263,1991,"France","Denmark","opinion",1
264,1991,"France","Germany","comment",5
265,1991,"France","Germany","opinion",42
266,1991,"France","Greece","comment",3
267,1991,"France","Greece","opinion",3
268,1991,"France","Italy","comment",3
269,1991,"France","Italy","opinion",2
270,1991,"France","Luxembourg","comment",1
271,1991,"France","Netherlands","comment",4
272,1991,"France","Netherlands","opinion",1
273,1991,"France","Portugal","comment",3
274,1991,"France","Portugal","opinion",2
275,1991,"France","Spain","comment",3
276,1991,"France","Spain","opinion",1
277,1991,"France","United Kingdom","comment",15
278,1991,"France","United Kingdom","opinion",2
279,1991,"Germany","Belgium","opinion",1
280,1991,"Germany","Denmark","comment",2
281,1991,"Germany","Denmark","opinion",2
282,1991,"Germany","France","comment",3
283,1991,"Germany","France","opinion",3
284,1991,"Germany","Greece","comment",1
285,1991,"Germany","Italy","comment",2
286,1991,"Germany","Netherlands","comment",3
287,1991,"Germany","Netherlands","opinion",1
288,1991,"Germany","Portugal","comment",2
289,1991,"Germany","Portugal","opinion",1
290,1991,"Germany","United Kingdom","comment",5
291,1991,"Germany","United Kingdom","opinion",3
292,1991,"Greece","Denmark","comment",1
293,1991,"Greece","France","comment",1
294,1991,"Greece","Germany","opinion",1
295,1991,"Greece","Luxembourg","comment",1
296,1991,"Greece","United Kingdom","opinion",1
297,1991,"Ireland","Belgium","opinion",1
298,1991,"Ireland","Germany","opinion",1
299,1991,"Italy","Belgium","comment",1
300,1991,"Italy","France","opinion",1
301,1991,"Italy","Germany","comment",3
302,1991,"Italy","Germany","opinion",2
303,1991,"Italy","Greece","opinion",1
304,1991,"Italy","Netherlands","comment",1
305,1991,"Italy","Portugal","comment",4
306,1991,"Italy","Spain","comment",1
307,1991,"Netherlands","Germany","comment",1
308,1991,"Portugal","Germany","opinion",2
309,1991,"Spain","Belgium","comment",2
310,1991,"Spain","Denmark","comment",1
311,1991,"Spain","France","comment",5
312,1991,"Spain","France","opinion",4
313,1991,"Spain","Germany","comment",2
314,1991,"Spain","Germany","opinion",2
315,1991,"Spain","Greece","comment",13
316,1991,"Spain","Greece","opinion",2
317,1991,"Spain","Italy","comment",4
318,1991,"Spain","Italy","opinion",1
319,1991,"Spain","Netherlands","comment",1
320,1991,"Spain","Netherlands","opinion",4
321,1991,"Spain","Portugal","comment",1
322,1991,"Spain","Portugal","opinion",4
323,1991,"Spain","United Kingdom","comment",5
324,1991,"Spain","United Kingdom","opinion",3
325,1991,"United Kingdom","Belgium","comment",1
326,1991,"United Kingdom","Belgium","opinion",1
327,1991,"United Kingdom","Denmark","comment",2
328,1991,"United Kingdom","Denmark","opinion",2
329,1991,"United Kingdom","France","comment",6
330,1991,"United Kingdom","France","opinion",3
331,1991,"United Kingdom","Germany","comment",1
332,1991,"United Kingdom","Germany","opinion",4
333,1991,"United Kingdom","Greece","comment",2
334,1991,"United Kingdom","Greece","opinion",2
335,1991,"United Kingdom","Italy","comment",2
336,1991,"United Kingdom","Luxembourg","opinion",1
337,1991,"United Kingdom","Netherlands","comment",7
338,1991,"United Kingdom","Portugal","comment",2
339,1991,"United Kingdom","Spain","comment",1
340,1992,"Belgium","Netherlands","comment",1
341,1992,"Belgium","United Kingdom","opinion",1
342,1992,"Commission","Austria","comment",16
343,1992,"Commission","Belgium","comment",9
344,1992,"Commission","Denmark","comment",10
345,1992,"Commission","Denmark","opinion",3
346,1992,"Commission","Finland","comment",17
347,1992,"Commission","France","comment",28
348,1992,"Commission","France","opinion",10
349,1992,"Commission","Germany","comment",20
350,1992,"Commission","Germany","opinion",16
351,1992,"Commission","Greece","comment",3
352,1992,"Commission","Greece","opinion",5
353,1992,"Commission","Ireland","opinion",1
354,1992,"Commission","Italy","comment",16
355,1992,"Commission","Italy","opinion",15
356,1992,"Commission","Luxembourg","comment",3
357,1992,"Commission","Netherlands","comment",12
358,1992,"Commission","Netherlands","opinion",10
359,1992,"Commission","Norway","comment",13
360,1992,"Commission","Portugal","comment",3
361,1992,"Commission","Portugal","opinion",5
362,1992,"Commission","Spain","comment",2
363,1992,"Commission","Spain","opinion",2
364,1992,"Commission","Sweden","comment",23
365,1992,"Commission","Switzerland","comment",7
366,1992,"Commission","United Kingdom","comment",12
367,1992,"Commission","United Kingdom","opinion",26
368,1992,"Denmark","France","comment",2
369,1992,"Denmark","Italy","comment",3
370,1992,"Denmark","Italy","opinion",6
371,1992,"Denmark","Netherlands","comment",4
372,1992,"Denmark","Netherlands","opinion",1
373,1992,"Denmark","Portugal","comment",1
374,1992,"European Free Trade Association","Denmark","comment",1
375,1992,"European Free Trade Association","France","comment",2
376,1992,"European Free Trade Association","Germany","comment",1
377,1992,"European Free Trade Association","Ireland","comment",1
378,1992,"European Free Trade Association","Netherlands","comment",5
379,1992,"France","Denmark","comment",3
380,1992,"France","Denmark","opinion",2
381,1992,"France","Germany","comment",10
382,1992,"France","Greece","opinion",3
383,1992,"France","Ireland","comment",2
384,1992,"France","Italy","comment",4
385,1992,"France","Netherlands","comment",1
386,1992,"France","Netherlands","opinion",6
387,1992,"France","Portugal","comment",3
388,1992,"France","Spain","opinion",1
389,1992,"France","United Kingdom","comment",4
390,1992,"France","United Kingdom","opinion",4
391,1992,"Germany","Denmark","comment",4
392,1992,"Germany","France","comment",1
393,1992,"Germany","Italy","comment",2
394,1992,"Germany","Italy","opinion",3
395,1992,"Germany","Netherlands","comment",2
396,1992,"Germany","Netherlands","opinion",3
397,1992,"Germany","Portugal","comment",6
398,1992,"Germany","United Kingdom","comment",10
399,1992,"Germany","United Kingdom","opinion",2
400,1992,"Ireland","Italy","comment",1
401,1992,"Italy","France","comment",2
402,1992,"Italy","Greece","comment",1
403,1992,"Italy","Netherlands","comment",1
404,1992,"Netherlands","Denmark","comment",3
405,1992,"Netherlands","France","comment",1
406,1992,"Netherlands","France","opinion",1
407,1992,"Netherlands","Germany","comment",12
408,1992,"Netherlands","Greece","comment",1
409,1992,"Netherlands","Italy","comment",5
410,1992,"Netherlands","Italy","opinion",1
411,1992,"Netherlands","Portugal","comment",1
412,1992,"Netherlands","United Kingdom","comment",1
413,1992,"Netherlands","United Kingdom","opinion",2
414,1992,"Spain","Belgium","comment",3
415,1992,"Spain","Denmark","comment",1
416,1992,"Spain","Denmark","opinion",1
417,1992,"Spain","France","comment",9
418,1992,"Spain","France","opinion",4
419,1992,"Spain","Germany","comment",6
420,1992,"Spain","Germany","opinion",1
421,1992,"Spain","Greece","comment",3
422,1992,"Spain","Italy","comment",8
423,1992,"Spain","Luxembourg","comment",1
424,1992,"Spain","Netherlands","comment",8
425,1992,"Spain","Netherlands","opinion",1
426,1992,"Spain","Portugal","comment",1
427,1992,"Spain","United Kingdom","comment",3
428,1992,"Spain","United Kingdom","opinion",3
429,1992,"United Kingdom","Belgium","comment",1
430,1992,"United Kingdom","Belgium","opinion",1
431,1992,"United Kingdom","Denmark","comment",2
432,1992,"United Kingdom","Denmark","opinion",1
433,1992,"United Kingdom","France","comment",10
434,1992,"United Kingdom","France","opinion",3
435,1992,"United Kingdom","Germany","comment",5
436,1992,"United Kingdom","Germany","opinion",3
437,1992,"United Kingdom","Greece","comment",1
438,1992,"United Kingdom","Greece","opinion",3
439,1992,"United Kingdom","Italy","comment",7
440,1992,"United Kingdom","Italy","opinion",5
441,1992,"United Kingdom","Luxembourg","comment",1
442,1992,"United Kingdom","Netherlands","comment",3
443,1992,"United Kingdom","Netherlands","opinion",2
444,1992,"United Kingdom","Portugal","comment",1
445,1992,"United Kingdom","Spain","comment",1
446,1993,"Austria","Belgium","comment",1
447,1993,"Austria","Germany","comment",2
448,1993,"Belgium","France","comment",1
449,1993,"Belgium","Ireland","comment",2
450,1993,"Belgium","Italy","comment",1
451,1993,"Belgium","Netherlands","comment",1
452,1993,"Commission","Austria","comment",9
453,1993,"Commission","Belgium","comment",2
454,1993,"Commission","Belgium","opinion",7
455,1993,"Commission","Denmark","comment",3
456,1993,"Commission","Denmark","opinion",5
457,1993,"Commission","Finland","comment",13
458,1993,"Commission","France","comment",23
459,1993,"Commission","France","opinion",15
460,1993,"Commission","Germany","comment",15
461,1993,"Commission","Germany","opinion",24
462,1993,"Commission","Greece","comment",2
463,1993,"Commission","Greece","opinion",5
464,1993,"Commission","Ireland","comment",3
465,1993,"Commission","Italy","comment",9
466,1993,"Commission","Italy","opinion",15
467,1993,"Commission","Luxembourg","opinion",1
468,1993,"Commission","Netherlands","comment",6
469,1993,"Commission","Netherlands","opinion",10
470,1993,"Commission","Norway","comment",21
471,1993,"Commission","Portugal","comment",1
472,1993,"Commission","Portugal","opinion",3
473,1993,"Commission","Spain","comment",2
474,1993,"Commission","Spain","opinion",9
475,1993,"Commission","Sweden","comment",9
476,1993,"Commission","Switzerland","comment",22
477,1993,"Commission","United Kingdom","comment",20
478,1993,"Commission","United Kingdom","opinion",43
479,1993,"Denmark","Ireland","comment",1
480,1993,"Denmark","Italy","comment",2
481,1993,"Denmark","Italy","opinion",2
482,1993,"Denmark","United Kingdom","comment",2
483,1993,"European Free Trade Association","France","comment",1
484,1993,"European Free Trade Association","Germany","comment",2
485,1993,"European Free Trade Association","Italy","comment",1
486,1993,"European Free Trade Association","Netherlands","comment",1
487,1993,"European Free Trade Association","United Kingdom","comment",2
488,1993,"France","Belgium","comment",2
489,1993,"France","Belgium","opinion",1
490,1993,"France","Denmark","comment",2
491,1993,"France","Germany","comment",8
492,1993,"France","Germany","opinion",10
493,1993,"France","Italy","comment",4
494,1993,"France","Italy","opinion",6
495,1993,"France","Luxembourg","comment",1
496,1993,"France","Netherlands","comment",6
497,1993,"France","Netherlands","opinion",3
498,1993,"France","Portugal","comment",1
499,1993,"France","Portugal","opinion",1
500,1993,"France","Spain","opinion",1
501,1993,"France","United Kingdom","comment",7
502,1993,"France","United Kingdom","opinion",3
503,1993,"Germany","Belgium","comment",2
504,1993,"Germany","Denmark","comment",1
505,1993,"Germany","Denmark","opinion",1
506,1993,"Germany","France","comment",4
507,1993,"Germany","France","opinion",2
508,1993,"Germany","Italy","comment",1
509,1993,"Germany","Italy","opinion",4
510,1993,"Germany","Luxembourg","comment",1
511,1993,"Germany","Netherlands","comment",1
512,1993,"Germany","Spain","opinion",1
513,1993,"Germany","United Kingdom","comment",4
514,1993,"Germany","United Kingdom","opinion",5
515,1993,"Greece","Belgium","opinion",1
516,1993,"Greece","Germany","comment",1
517,1993,"Greece","Luxembourg","opinion",1
518,1993,"Greece","Netherlands","comment",1
519,1993,"Greece","Netherlands","opinion",2
520,1993,"Ireland","Belgium","opinion",1
521,1993,"Ireland","Germany","opinion",1
522,1993,"Ireland","Italy","opinion",1
523,1993,"Italy","France","comment",1
524,1993,"Italy","Germany","comment",1
525,1993,"Italy","United Kingdom","comment",4
526,1993,"Netherlands","Belgium","comment",1
527,1993,"Netherlands","Denmark","opinion",1
528,1993,"Netherlands","France","comment",2
529,1993,"Netherlands","France","opinion",1
530,1993,"Netherlands","Germany","comment",3
531,1993,"Netherlands","Germany","opinion",8
532,1993,"Netherlands","Italy","comment",3
533,1993,"Netherlands","Italy","opinion",5
534,1993,"Netherlands","United Kingdom","comment",4
535,1993,"Netherlands","United Kingdom","opinion",1
536,1993,"Portugal","France","comment",1
537,1993,"Spain","Belgium","comment",2
538,1993,"Spain","Denmark","comment",1
539,1993,"Spain","France","comment",4
540,1993,"Spain","Germany","comment",4
541,1993,"Spain","Germany","opinion",2
542,1993,"Spain","Greece","comment",1
543,1993,"Spain","Ireland","opinion",2
544,1993,"Spain","Italy","comment",10
545,1993,"Spain","Luxembourg","comment",1
546,1993,"Spain","Netherlands","comment",6
547,1993,"Spain","Netherlands","opinion",1
548,1993,"Spain","Portugal","comment",4
549,1993,"Spain","Spain","comment",1
550,1993,"Spain","United Kingdom","comment",1
551,1993,"United Kingdom","Belgium","opinion",1
552,1993,"United Kingdom","Denmark","comment",1
553,1993,"United Kingdom","France","comment",4
554,1993,"United Kingdom","France","opinion",2
555,1993,"United Kingdom","Germany","comment",7
556,1993,"United Kingdom","Germany","opinion",7
557,1993,"United Kingdom","Italy","comment",1
558,1993,"United Kingdom","Italy","opinion",1
559,1993,"United Kingdom","Netherlands","comment",4
560,1993,"United Kingdom","Netherlands","opinion",1
561,1993,"United Kingdom","Portugal","comment",1
562,1993,"United Kingdom","Spain","comment",4
563,1993,"United Kingdom","Spain","opinion",1
564,1994,"Austria","Germany","comment",1
565,1994,"Austria","Netherlands","comment",1
566,1994,"Austria","Spain","comment",1
567,1994,"Belgium","Denmark","opinion",1
568,1994,"Belgium","France","opinion",1
569,1994,"Belgium","Netherlands","opinion",1
570,1994,"Commission","Austria","comment",11
571,1994,"Commission","Austria","opinion",1
572,1994,"Commission","Belgium","comment",9
573,1994,"Commission","Belgium","opinion",7
574,1994,"Commission","Denmark","comment",13
575,1994,"Commission","Denmark","opinion",10
576,1994,"Commission","Finland","comment",2
577,1994,"Commission","France","comment",18
578,1994,"Commission","France","opinion",16
579,1994,"Commission","Germany","comment",56
580,1994,"Commission","Germany","opinion",17
581,1994,"Commission","Greece","comment",6
582,1994,"Commission","Greece","opinion",4
583,1994,"Commission","Ireland","comment",1
584,1994,"Commission","Italy","comment",7
585,1994,"Commission","Italy","opinion",19
586,1994,"Commission","Netherlands","comment",6
587,1994,"Commission","Netherlands","opinion",12
588,1994,"Commission","Norway","comment",3
589,1994,"Commission","Portugal","comment",3
590,1994,"Commission","Spain","comment",17
591,1994,"Commission","Spain","opinion",3
592,1994,"Commission","Sweden","comment",17
593,1994,"Commission","Sweden","opinion",14
594,1994,"Commission","Switzerland","comment",28
595,1994,"Commission","United Kingdom","comment",32
596,1994,"Commission","United Kingdom","opinion",5
597,1994,"Denmark","France","opinion",1
598,1994,"Denmark","Germany","opinion",1
599,1994,"Denmark","Greece","comment",2
600,1994,"Denmark","Italy","comment",1
601,1994,"Denmark","Netherlands","comment",1
602,1994,"Denmark","United Kingdom","comment",1
603,1994,"European Free Trade Association","Germany","comment",6
604,1994,"Finland","Denmark","comment",1
605,1994,"France","Belgium","comment",1
606,1994,"France","Denmark","opinion",3
607,1994,"France","Germany","comment",6
608,1994,"France","Germany","opinion",15
609,1994,"France","Greece","comment",1
610,1994,"France","Greece","opinion",1
611,1994,"France","Italy","comment",1
612,1994,"France","Italy","opinion",1
613,1994,"France","Netherlands","comment",3
614,1994,"France","Netherlands","opinion",7
615,1994,"France","Portugal","comment",1
616,1994,"France","Spain","comment",3
617,1994,"France","Spain","opinion",2
618,1994,"France","Sweden","opinion",1
619,1994,"France","United Kingdom","comment",5
620,1994,"Germany","Denmark","opinion",3
621,1994,"Germany","France","comment",4
622,1994,"Germany","France","opinion",6
623,1994,"Germany","Greece","comment",1
624,1994,"Germany","Italy","comment",1
625,1994,"Germany","Italy","opinion",1
626,1994,"Germany","Netherlands","opinion",6
627,1994,"Germany","Portugal","opinion",2
628,1994,"Germany","Spain","comment",1
629,1994,"Germany","Spain","opinion",4
630,1994,"Germany","United Kingdom","comment",7
631,1994,"Greece","Netherlands","opinion",1
632,1994,"Italy","France","comment",2
633,1994,"Italy","France","opinion",1
634,1994,"Italy","Netherlands","comment",1
635,1994,"Italy","Spain","comment",3
636,1994,"Italy","United Kingdom","comment",3
637,1994,"Netherlands","Denmark","comment",1
638,1994,"Netherlands","France","comment",1
639,1994,"Netherlands","Germany","comment",1
640,1994,"Netherlands","Germany","opinion",3
641,1994,"Netherlands","Italy","comment",2
642,1994,"Netherlands","Italy","opinion",1
643,1994,"Netherlands","Portugal","comment",2
644,1994,"Netherlands","Spain","comment",2
645,1994,"Netherlands","Sweden","comment",1
646,1994,"Netherlands","United Kingdom","comment",2
647,1994,"Netherlands","United Kingdom","opinion",1
648,1994,"Portugal","Italy","comment",1
649,1994,"Portugal","Spain","comment",1
650,1994,"Spain","Belgium","comment",1
651,1994,"Spain","Denmark","comment",2
652,1994,"Spain","Denmark","opinion",4
653,1994,"Spain","France","comment",11
654,1994,"Spain","Germany","comment",3
655,1994,"Spain","Greece","comment",2
656,1994,"Spain","Italy","comment",8
657,1994,"Spain","Italy","opinion",1
658,1994,"Spain","Netherlands","comment",8
659,1994,"Spain","Netherlands","opinion",1
660,1994,"Spain","Sweden","comment",1
661,1994,"Sweden","Netherlands","comment",1
662,1994,"United Kingdom","Austria","comment",3
663,1994,"United Kingdom","Denmark","comment",1
664,1994,"United Kingdom","Denmark","opinion",2
665,1994,"United Kingdom","France","comment",6
666,1994,"United Kingdom","France","opinion",2
667,1994,"United Kingdom","Germany","comment",23
668,1994,"United Kingdom","Germany","opinion",7
669,1994,"United Kingdom","Greece","comment",2
670,1994,"United Kingdom","Greece","opinion",1
671,1994,"United Kingdom","Italy","comment",6
672,1994,"United Kingdom","Italy","opinion",1
673,1994,"United Kingdom","Netherlands","comment",7
674,1994,"United Kingdom","Netherlands","opinion",1
675,1994,"United Kingdom","Portugal","comment",1
676,1994,"United Kingdom","Spain","comment",1
677,1994,"United Kingdom","Spain","opinion",2
678,1995,"Austria","France","comment",1
679,1995,"Austria","Germany","comment",3
680,1995,"Austria","Germany","opinion",1
